WL,Inf. Array,3x3,12x12,6x6,27x27
414.82966,0.23761,0.23714,0.23813,0.23787,0.23723
414.9336,0.23809,0.23761,0.23861,0.23835,0.23767
415.03759,0.2386,0.23809,0.2391,0.23884,0.23813
415.14164,0.23912,0.2386,0.23961,0.23935,0.23861
415.24574,0.23965,0.23912,0.24014,0.23988,0.2391
415.34989,0.24021,0.23965,0.24069,0.24042,0.23961
415.45409,0.24078,0.24021,0.24125,0.24099,0.24014
415.55834,0.24137,0.24078,0.24183,0.24157,0.24069
415.66265,0.24197,0.24137,0.24243,0.24217,0.24125
415.76701,0.2426,0.24197,0.24305,0.24279,0.24183
415.87142,0.24325,0.2426,0.24369,0.24343,0.24243
415.97589,0.24391,0.24325,0.24434,0.24408,0.24305
416.0804,0.24459,0.24391,0.24502,0.24476,0.24369
416.18497,0.2453,0.24459,0.24571,0.24546,0.24434
416.28959,0.24602,0.2453,0.24643,0.24618,0.24502
416.39427,0.24677,0.24602,0.24717,0.24692,0.24571
416.49899,0.24753,0.24677,0.24793,0.24768,0.24643
416.60377,0.24832,0.24753,0.24871,0.24846,0.24717
416.70861,0.24913,0.24832,0.24951,0.24926,0.24793
416.81349,0.24997,0.24913,0.25034,0.25009,0.24871
416.91843,0.25082,0.24997,0.25119,0.25094,0.24951
417.02342,0.2517,0.25082,0.25206,0.25182,0.25034
417.12846,0.2526,0.2517,0.25296,0.25272,0.25119
417.23356,0.25353,0.2526,0.25388,0.25364,0.25206
417.33871,0.25448,0.25353,0.25482,0.25459,0.25296
417.44391,0.25546,0.25448,0.2558,0.25557,0.25388
417.54917,0.25646,0.25546,0.2568,0.25657,0.25482
417.65448,0.2575,0.25646,0.25782,0.2576,0.2558
417.75984,0.25855,0.2575,0.25887,0.25866,0.2568
417.86525,0.25964,0.25855,0.25996,0.25974,0.25782
417.97072,0.26075,0.25964,0.26107,0.26086,0.25887
418.07624,0.2619,0.26075,0.26221,0.262,0.25996
418.18182,0.26307,0.2619,0.26338,0.26318,0.26107
418.28745,0.26427,0.26307,0.26458,0.26439,0.26221
418.39313,0.26551,0.26427,0.26581,0.26562,0.26338
418.49886,0.26677,0.26551,0.26708,0.2669,0.26458
418.60465,0.26807,0.26677,0.26838,0.2682,0.26581
418.71049,0.26941,0.26807,0.26971,0.26954,0.26708
418.81639,0.27077,0.26941,0.27108,0.27092,0.26838
418.92234,0.27218,0.27077,0.27248,0.27233,0.26971
419.02834,0.27362,0.27218,0.27392,0.27377,0.27108
419.1344,0.27509,0.27362,0.2754,0.27526,0.27248
419.24051,0.27661,0.27509,0.27692,0.27679,0.27392
419.34667,0.27816,0.27661,0.27847,0.27835,0.2754
419.45289,0.27975,0.27816,0.28007,0.27996,0.27692
419.55916,0.28138,0.27975,0.28171,0.28161,0.27847
419.66548,0.28306,0.28138,0.28339,0.2833,0.28007
419.77186,0.28478,0.28306,0.28511,0.28503,0.28171
419.8783,0.28654,0.28478,0.28688,0.28681,0.28339
419.98478,0.28835,0.28654,0.2887,0.28864,0.28511
420.09132,0.29021,0.28835,0.29057,0.29052,0.28688
420.19792,0.29211,0.29021,0.29248,0.29245,0.2887
420.30457,0.29406,0.29211,0.29444,0.29442,0.29057
420.41127,0.29606,0.29406,0.29646,0.29645,0.29248
420.51803,0.29812,0.29606,0.29853,0.29853,0.29444
420.62484,0.30023,0.29812,0.30065,0.30067,0.29646
420.73171,0.30239,0.30023,0.30283,0.30286,0.29853
420.83863,0.30461,0.30239,0.30506,0.30512,0.30065
420.9456,0.30689,0.30461,0.30736,0.30743,0.30283
421.05263,0.30923,0.30689,0.30971,0.3098,0.30506
421.15972,0.31163,0.30923,0.31213,0.31224,0.30736
421.26685,0.31409,0.31163,0.31461,0.31474,0.30971
421.37405,0.31661,0.31409,0.31716,0.31731,0.31213
421.48129,0.31921,0.31661,0.31978,0.31994,0.31461
421.58859,0.32187,0.31921,0.32246,0.32265,0.31716
421.69595,0.3246,0.32187,0.32522,0.32543,0.31978
421.80336,0.32741,0.3246,0.32806,0.32829,0.32246
421.91083,0.33029,0.32741,0.33096,0.33122,0.32522
422.01835,0.33325,0.33029,0.33395,0.33423,0.32806
422.12592,0.33629,0.33325,0.33702,0.33732,0.33096
422.23355,0.33941,0.33629,0.34017,0.3405,0.33395
422.34124,0.34261,0.33941,0.3434,0.34376,0.33702
422.44898,0.3459,0.34261,0.34673,0.34711,0.34017
422.55677,0.34928,0.3459,0.35014,0.35056,0.3434
422.66462,0.35275,0.34928,0.35365,0.35409,0.34673
422.77253,0.35632,0.35275,0.35725,0.35773,0.35014
422.88049,0.35998,0.35632,0.36096,0.36146,0.35365
422.98851,0.36374,0.35998,0.36476,0.3653,0.35725
423.09658,0.36761,0.36374,0.36867,0.36924,0.36096
423.2047,0.37158,0.36761,0.37268,0.37329,0.36476
423.31288,0.37567,0.37158,0.37681,0.37745,0.36867
423.42112,0.37986,0.37567,0.38105,0.38173,0.37268
423.52941,0.38417,0.37986,0.3854,0.38613,0.37681
423.63776,0.3886,0.38417,0.38988,0.39064,0.38105
423.74616,0.39316,0.3886,0.39448,0.39528,0.3854
423.85462,0.39784,0.39316,0.39921,0.40006,0.38988
423.96313,0.40264,0.39784,0.40407,0.40496,0.39448
424.0717,0.40759,0.40264,0.40906,0.41,0.39921
424.18033,0.41267,0.40759,0.41419,0.41517,0.40407
424.28901,0.41789,0.41267,0.41947,0.4205,0.40906
