Wavelength (nm),0.5 nm,1 nm,2 nm,3 nm,4 nm,5 nm ,10 nm
422.98851,0.34356,0.31576,0.297,0.28467,0.27425,0.27533,0.38437
423.09658,0.347,0.31847,0.29917,0.28641,0.2755,0.27616,0.38385
423.2047,0.35054,0.32126,0.30139,0.28818,0.27678,0.27702,0.38334
423.31288,0.35417,0.32412,0.30367,0.29,0.2781,0.2779,0.38284
423.42112,0.35791,0.32705,0.30601,0.29186,0.27944,0.2788,0.38235
423.52941,0.36174,0.33006,0.3084,0.29377,0.28082,0.27972,0.38188
423.63776,0.36569,0.33316,0.31086,0.29573,0.28223,0.28066,0.38141
423.74616,0.36974,0.33633,0.31338,0.29774,0.28367,0.28162,0.38095
423.85462,0.3739,0.33959,0.31596,0.29979,0.28514,0.28261,0.3805
423.96313,0.37817,0.34294,0.31862,0.3019,0.28665,0.28362,0.38006
424.0717,0.38257,0.34638,0.32133,0.30406,0.2882,0.28465,0.37963
424.18033,0.38708,0.34991,0.32412,0.30627,0.28978,0.2857,0.37921
424.28901,0.39172,0.35354,0.32699,0.30854,0.2914,0.28678,0.3788
424.39774,0.39649,0.35726,0.32992,0.31086,0.29306,0.28789,0.3784
424.50654,0.40139,0.36109,0.33293,0.31325,0.29476,0.28902,0.37801
424.61538,0.40643,0.36502,0.33602,0.31569,0.2965,0.29017,0.37763
424.72429,0.4116,0.36905,0.3392,0.3182,0.29828,0.29135,0.37726
424.83325,0.41692,0.3732,0.34245,0.32077,0.3001,0.29256,0.3769
424.94226,0.42238,0.37745,0.34579,0.3234,0.30197,0.2938,0.37655
425.05133,0.428,0.38183,0.34922,0.3261,0.30388,0.29506,0.37622
425.16046,0.43377,0.38632,0.35273,0.32887,0.30584,0.29635,0.37589
425.26965,0.43969,0.39094,0.35634,0.33171,0.30785,0.29768,0.37557
425.37889,0.44578,0.39568,0.36005,0.33463,0.3099,0.29903,0.37526
425.48818,0.45204,0.40055,0.36385,0.33761,0.312,0.30041,0.37496
425.59753,0.45846,0.40555,0.36776,0.34068,0.31416,0.30183,0.37467
425.70694,0.46506,0.41069,0.37177,0.34382,0.31637,0.30328,0.3744
425.81641,0.47184,0.41597,0.37588,0.34705,0.31863,0.30476,0.37413
425.92593,0.4788,0.4214,0.38011,0.35036,0.32094,0.30627,0.37387
426.0355,0.48594,0.42697,0.38445,0.35375,0.32331,0.30782,0.37363
426.14514,0.49327,0.43269,0.3889,0.35723,0.32575,0.3094,0.37339
426.25483,0.5008,0.43856,0.39347,0.36081,0.32824,0.31102,0.37317
426.36457,0.50852,0.4446,0.39817,0.36447,0.33079,0.31268,0.37296
426.47438,0.51644,0.4508,0.40299,0.36823,0.3334,0.31438,0.37275
426.58423,0.52456,0.45716,0.40794,0.3721,0.33608,0.31611,0.37256
426.69415,0.53289,0.46369,0.41303,0.37606,0.33883,0.31789,0.37238
426.80412,0.54142,0.4704,0.41825,0.38012,0.34164,0.31971,0.37221
426.91415,0.55016,0.47729,0.42361,0.3843,0.34453,0.32156,0.37205
427.02424,0.55912,0.48435,0.42912,0.38858,0.34749,0.32347,0.37191
427.13438,0.56828,0.4916,0.43477,0.39298,0.35052,0.32541,0.37177
427.24458,0.57766,0.49904,0.44057,0.39749,0.35363,0.3274,0.37165
427.35484,0.58725,0.50667,0.44653,0.40212,0.35681,0.32944,0.37153
427.46515,0.59705,0.5145,0.45265,0.40688,0.36008,0.33152,0.37143
427.57552,0.60706,0.52252,0.45893,0.41176,0.36343,0.33366,0.37135
427.68595,0.61728,0.53074,0.46538,0.41677,0.36687,0.33584,0.37127
427.79644,0.62771,0.53917,0.47199,0.42191,0.37039,0.33808,0.3712
427.90698,0.63834,0.5478,0.47878,0.42719,0.374,0.34036,0.37115
428.01758,0.64916,0.55663,0.48575,0.43261,0.37771,0.34271,0.37111
428.12823,0.66018,0.56568,0.4929,0.43817,0.38151,0.3451,0.37108
428.23894,0.67138,0.57493,0.50024,0.44388,0.38541,0.34756,0.37107
428.34972,0.68275,0.58439,0.50776,0.44974,0.3894,0.35007,0.37106
428.46054,0.69429,0.59406,0.51547,0.45575,0.3935,0.35264,0.37107
428.57143,0.70598,0.60394,0.52338,0.46193,0.39771,0.35528,0.3711
428.68237,0.71781,0.61402,0.53149,0.46826,0.40203,0.35798,0.37113
428.79337,0.72976,0.62431,0.53979,0.47476,0.40646,0.36074,0.37118
428.90443,0.74182,0.63479,0.5483,0.48142,0.411,0.36357,0.37124
429.01554,0.75397,0.64548,0.55701,0.48826,0.41566,0.36647,0.37132
429.12672,0.76619,0.65635,0.56592,0.49528,0.42044,0.36944,0.37141
429.23795,0.77845,0.66741,0.57505,0.50247,0.42535,0.37248,0.37152
429.34924,0.79074,0.67864,0.58438,0.50985,0.43038,0.37559,0.37164
429.46058,0.80301,0.69004,0.59391,0.51741,0.43555,0.37879,0.37177
429.57198,0.81525,0.7016,0.60366,0.52516,0.44085,0.38206,0.37192
429.68345,0.82743,0.7133,0.61361,0.5331,0.44629,0.38541,0.37208
429.79496,0.8395,0.72513,0.62376,0.54124,0.45186,0.38884,0.37226
429.90654,0.85144,0.73708,0.63411,0.54957,0.45759,0.39236,0.37245
430.01818,0.86321,0.74912,0.64466,0.5581,0.46346,0.39596,0.37266
430.12987,0.87477,0.76125,0.65539,0.56683,0.46948,0.39966,0.37288
430.24162,0.88608,0.77343,0.66632,0.57576,0.47566,0.40345,0.37312
430.35343,0.89709,0.78564,0.67742,0.58489,0.482,0.40733,0.37338
430.4653,0.90776,0.79787,0.68869,0.59422,0.4885,0.41131,0.37366
430.57722,0.91806,0.81007,0.70012,0.60376,0.49516,0.41539,0.37395
430.68921,0.92793,0.82223,0.71169,0.61349,0.502,0.41957,0.37425
430.80125,0.93734,0.8343,0.7234,0.62342,0.50901,0.42386,0.37458
430.91335,0.94623,0.84626,0.73523,0.63355,0.51619,0.42825,0.37492
431.02551,0.95457,0.85807,0.74717,0.64387,0.52355,0.43276,0.37528
431.13772,0.96231,0.8697,0.75918,0.65438,0.53109,0.43738,0.37567
431.25,0.96942,0.8811,0.77126,0.66507,0.53882,0.44212,0.37606
431.36233,0.97584,0.89223,0.78338,0.67594,0.54674,0.44698,0.37648
431.47473,0.98156,0.90305,0.79552,0.68697,0.55484,0.45196,0.37692
431.58718,0.98653,0.91351,0.80764,0.69816,0.56314,0.45707,0.37738
431.69969,0.99072,0.92358,0.81972,0.7095,0.57163,0.46231,0.37786
431.81226,0.99411,0.9332,0.83174,0.72098,0.58031,0.46768,0.37836
431.92488,0.99668,0.94233,0.84364,0.73257,0.58919,0.47318,0.37888
432.03757,0.99842,0.95093,0.85541,0.74427,0.59827,0.47883,0.37943
432.15031,0.9993,0.95895,0.867,0.75606,0.60754,0.48462,0.37999
432.26312,0.99932,0.96635,0.87838,0.76792,0.61701,0.49056,0.38058
432.37598,0.99847,0.97308,0.8895,0.77982,0.62668,0.49664,0.3812
432.4889,0.99677,0.97911,0.90032,0.79175,0.63653,0.50288,0.38183
432.60188,0.99422,0.9844,0.91079,0.80368,0.64658,0.50928,0.3825
432.71492,0.99082,0.98892,0.92089,0.81559,0.65681,0.51584,0.38318
432.82802,0.98661,0.99263,0.93055,0.82746,0.66722,0.52256,0.3839
432.94118,0.98159,0.99551,0.93973,0.83927,0.6778,0.52945,0.38464
433.05439,0.9758,0.99754,0.9484,0.85099,0.68856,0.5365,0.3854
433.16767,0.96926,0.99869,0.9565,0.86257,0.69947,0.54373,0.3862
433.281,0.962,0.99896,0.96399,0.87394,0.71054,0.55114,0.38702
433.3944,0.95407,0.99834,0.97083,0.88507,0.72174,0.55873,0.38788
433.50785,0.94551,0.99682,0.97699,0.8959,0.73307,0.56649,0.38876
433.62137,0.93634,0.99441,0.98242,0.90641,0.74452,0.57444,0.38968
433.73494,0.92662,0.99111,0.98709,0.91655,0.75606,0.58258,0.39062
433.84857,0.91639,0.98694,0.99097,0.92627,0.76768,0.5909,0.39161
433.96226,0.90569,0.98191,0.99403,0.93555,0.77936,0.59941,0.39262
434.07602,0.89456,0.97606,0.99625,0.94432,0.79107,0.60812,0.39367
434.18983,0.88306,0.9694,0.99762,0.95256,0.8028,0.61701,0.39476
434.3037,0.87122,0.96196,0.99811,0.96021,0.81451,0.62609,0.39588
434.41763,0.85909,0.95379,0.99773,0.96723,0.82618,0.63537,0.39704
434.53162,0.84672,0.94492,0.99646,0.97359,0.83778,0.64483,0.39825
434.64567,0.83413,0.9354,0.99431,0.97923,0.84928,0.65448,0.39949
434.75978,0.82138,0.92526,0.99129,0.98413,0.86063,0.66432,0.40078
434.87395,0.80849,0.91455,0.98741,0.98825,0.8718,0.67434,0.40211
434.98818,0.79551,0.90332,0.98268,0.99156,0.88276,0.68453,0.40348
435.10247,0.78246,0.89161,0.97714,0.99403,0.89345,0.6949,0.4049
435.21682,0.76938,0.87948,0.97079,0.99564,0.90385,0.70543,0.40637
435.33123,0.75631,0.86697,0.96368,0.99638,0.9139,0.71612,0.4079
435.4457,0.74325,0.85413,0.95583,0.99622,0.92355,0.72696,0.40947
435.56023,0.73026,0.84101,0.94729,0.99516,0.93276,0.73794,0.4111
435.67482,0.71733,0.82765,0.93808,0.9932,0.94149,0.74903,0.41278
435.78947,0.7045,0.8141,0.92826,0.99034,0.94967,0.76023,0.41453
435.90419,0.69179,0.80039,0.91787,0.98659,0.95727,0.77153,0.41633
436.01896,0.67921,0.78658,0.90694,0.98195,0.96424,0.78289,0.4182
436.13379,0.66678,0.77269,0.89553,0.97644,0.97053,0.79431,0.42013
436.24868,0.65451,0.75877,0.88367,0.9701,0.97608,0.80576,0.42213
436.36364,0.64242,0.74485,0.87142,0.96293,0.98087,0.8172,0.42421
436.47865,0.63052,0.73096,0.85881,0.95498,0.98485,0.82862,0.42636
436.59373,0.61881,0.71713,0.84589,0.94626,0.98797,0.83999,0.42859
436.70886,0.60731,0.70339,0.8327,0.93683,0.9902,0.85126,0.43089
436.82406,0.59602,0.68977,0.81928,0.92672,0.99152,0.8624,0.43329
436.93931,0.58495,0.67628,0.80567,0.91596,0.99189,0.87337,0.43577
437.05463,0.5741,0.66295,0.7919,0.90461,0.99129,0.88413,0.43835
437.17001,0.56349,0.64979,0.778,0.89269,0.9897,0.89463,0.44102
437.28545,0.55311,0.63683,0.76401,0.88027,0.98711,0.90482,0.4438
437.40095,0.54296,0.62408,0.74995,0.86737,0.98352,0.91465,0.44669
437.51651,0.53306,0.61154,0.73586,0.85404,0.97891,0.92406,0.44969
437.63214,0.5234,0.59924,0.72175,0.84033,0.97329,0.933,0.4528
437.74782,0.51398,0.58718,0.70765,0.82628,0.96668,0.9414,0.45605
437.86356,0.50481,0.57537,0.69357,0.81192,0.95908,0.9492,0.45942
437.97937,0.49589,0.56382,0.67953,0.7973,0.95051,0.95634,0.46294
438.09524,0.48723,0.55253,0.66554,0.78244,0.941,0.96275,0.4666
438.21117,0.47881,0.54151,0.65161,0.76738,0.93057,0.96837,0.47041
438.32716,0.47065,0.53076,0.63776,0.75216,0.91927,0.97312,0.47439
438.44321,0.46275,0.52028,0.62399,0.7368,0.90711,0.97695,0.47855
438.55932,0.4551,0.51007,0.6103,0.72132,0.89414,0.97977,0.48289
438.6755,0.44771,0.50015,0.59669,0.70576,0.88041,0.98154,0.48742
438.79173,0.44058,0.49049,0.58317,0.69013,0.86594,0.98218,0.49216
438.90803,0.43372,0.48112,0.56974,0.67445,0.85078,0.98163,0.49711
439.02439,0.42712,0.47202,0.55639,0.65874,0.83498,0.97985,0.5023
439.14081,0.42079,0.46319,0.54313,0.64301,0.81857,0.97677,0.50773
439.25729,0.41472,0.45464,0.52995,0.62729,0.8016,0.97234,0.51343
439.37384,0.40893,0.44635,0.51686,0.61158,0.78412,0.96654,0.51941
439.49045,0.4034,0.43833,0.50388,0.59591,0.76618,0.95932,0.52568
439.60711,0.39815,0.43057,0.49101,0.5803,0.74781,0.95066,0.53227
439.72384,0.39317,0.42308,0.47829,0.56478,0.72908,0.94054,0.53919
439.84064,0.38846,0.41584,0.46577,0.54938,0.71003,0.92896,0.54647
439.95749,0.38402,0.40886,0.45353,0.53416,0.69073,0.91591,0.55412
440.07441,0.37985,0.40213,0.44169,0.51919,0.67125,0.90142,0.56218
440.19139,0.37594,0.39564,0.43043,0.50458,0.65167,0.88552,0.57067
440.30843,0.37229,0.3894,0.42,0.49048,0.6321,0.86825,0.57961
440.42553,0.3689,0.3834,0.41078,0.4771,0.61266,0.84968,0.58903
440.5427,0.36575,0.37764,0.40322,0.46471,0.59352,0.82991,0.59895
440.65993,0.36283,0.3721,0.39793,0.45368,0.57488,0.80903,0.6094
440.77722,0.36014,0.3668,0.3956,0.44451,0.557,0.78719,0.62041
440.89457,0.35766,0.36172,0.39688,0.43778,0.54022,0.76458,0.63199
441.01198,0.35538,0.35686,0.40225,0.43417,0.52495,0.74139,0.64416
441.12946,0.35329,0.35222,0.4117,0.43438,0.51171,0.7179,0.65694
441.247,0.35136,0.34779,0.42456,0.43898,0.50107,0.6944,0.67033
441.36461,0.34959,0.34357,0.43944,0.44821,0.49371,0.67128,0.68432
441.48227,0.34796,0.33955,0.45456,0.46176,0.4903,0.64894,0.6989
441.6,0.34645,0.33574,0.46816,0.47864,0.49144,0.62788,0.71402
441.71779,0.34504,0.33213,0.47897,0.49722,0.49753,0.60863,0.72962
441.83565,0.34372,0.32871,0.48639,0.51559,0.5086,0.59177,0.7456
441.95356,0.34248,0.32548,0.49045,0.53195,0.52422,0.57787,0.76185
442.07154,0.3413,0.32244,0.49155,0.545,0.54341,0.56749,0.7782
442.18959,0.34016,0.31958,0.49026,0.55413,0.56473,0.56111,0.79442
442.30769,0.33907,0.31691,0.48717,0.55931,0.58649,0.55907,0.81027
442.42586,0.33801,0.31441,0.48279,0.56096,0.60705,0.56152,0.82542
442.54409,0.33697,0.31209,0.47754,0.55968,0.62503,0.56838,0.83952
442.66239,0.33595,0.30994,0.47174,0.55611,0.63953,0.57929,0.85218
442.78075,0.33494,0.30796,0.46563,0.55086,0.65014,0.59365,0.86299
442.89917,0.33393,0.30614,0.45938,0.54443,0.65685,0.61063,0.87153
443.01766,0.33294,0.30448,0.4531,0.53723,0.65998,0.62929,0.87745
443.13621,0.33195,0.30298,0.44689,0.52956,0.65997,0.64862,0.88043
443.25482,0.33096,0.30163,0.44081,0.52165,0.65735,0.66767,0.88028
443.37349,0.32998,0.30044,0.43487,0.51365,0.65266,0.68562,0.87693
443.49223,0.32901,0.29939,0.42912,0.50569,0.64635,0.70181,0.87044
443.61104,0.32804,0.29849,0.42357,0.49785,0.63884,0.71579,0.86103
443.7299,0.32709,0.29773,0.41822,0.49017,0.63046,0.72728,0.84905
443.84883,0.32616,0.29711,0.41307,0.4827,0.62149,0.73618,0.83492
443.96783,0.32525,0.29663,0.40813,0.47545,0.61214,0.74252,0.81917
444.08689,0.32435,0.29627,0.40339,0.46844,0.60259,0.74641,0.8023
444.20601,0.32349,0.29605,0.39884,0.46167,0.59296,0.74804,0.78485
444.32519,0.32265,0.29595,0.39449,0.45516,0.58336,0.74765,0.76726
444.44444,0.32185,0.29598,0.39032,0.44889,0.57385,0.74547,0.74995
444.56376,0.32109,0.29613,0.38634,0.44286,0.56449,0.74175,0.73325
444.68314,0.32037,0.29639,0.38253,0.43707,0.55532,0.73671,0.71742
444.80258,0.31969,0.29676,0.3789,0.43152,0.54637,0.73057,0.70263
444.92208,0.31906,0.29725,0.37542,0.42619,0.53765,0.72353,0.68901
445.04166,0.31849,0.29784,0.37211,0.42107,0.52919,0.71575,0.67663
445.16129,0.31797,0.29854,0.36895,0.41617,0.52099,0.70739,0.66552
445.28099,0.31751,0.29933,0.36594,0.41148,0.51305,0.69858,0.65566
445.40075,0.31711,0.30023,0.36307,0.40698,0.50537,0.68944,0.64702
445.52058,0.31678,0.30121,0.36035,0.40267,0.49796,0.68007,0.63957
445.64047,0.31651,0.30229,0.35776,0.39855,0.4908,0.67054,0.63323
445.76043,0.31632,0.30345,0.35531,0.39461,0.4839,0.66093,0.62795
445.88045,0.3162,0.3047,0.35299,0.39084,0.47724,0.65129,0.62365
446.00054,0.31616,0.30603,0.35079,0.38723,0.47083,0.64168,0.62027
446.12069,0.3162,0.30743,0.34872,0.38379,0.46466,0.63214,0.61774
446.24091,0.31633,0.30891,0.34677,0.38051,0.45871,0.62269,0.616
446.36119,0.31654,0.31046,0.34494,0.37738,0.453,0.61338,0.61499
446.48153,0.31684,0.31208,0.34323,0.3744,0.4475,0.60421,0.61465
446.60194,0.31723,0.31376,0.34163,0.37156,0.44221,0.59521,0.61492
446.72242,0.31772,0.31549,0.34015,0.36886,0.43713,0.58639,0.61576
446.84296,0.3183,0.31729,0.33877,0.3663,0.43225,0.57776,0.61712
446.96356,0.31899,0.31914,0.33751,0.36388,0.42757,0.56934,0.61895
447.08423,0.31978,0.32104,0.33636,0.36159,0.42308,0.56112,0.62122
447.20497,0.32068,0.32299,0.33532,0.35942,0.41877,0.55311,0.62389
447.32577,0.32169,0.32498,0.33438,0.35738,0.41464,0.54532,0.62692
447.44664,0.32282,0.32701,0.33356,0.35547,0.41068,0.53775,0.63028
447.56757,0.32406,0.32908,0.33284,0.35368,0.4069,0.53039,0.63394
447.68856,0.32542,0.33119,0.33222,0.35201,0.40328,0.52325,0.63786
447.80963,0.32691,0.33333,0.33172,0.35045,0.39982,0.51632,0.64202
447.93075,0.32853,0.33549,0.33132,0.34902,0.39652,0.50961,0.64639
448.05195,0.33028,0.33768,0.33103,0.3477,0.39338,0.50311,0.65093
448.17321,0.33218,0.3399,0.33084,0.34649,0.39038,0.49681,0.65563
448.29453,0.33421,0.34213,0.33076,0.3454,0.38754,0.49072,0.66045
448.41592,0.33639,0.34439,0.3308,0.34443,0.38483,0.48484,0.66537
448.53738,0.33872,0.34665,0.33094,0.34357,0.38227,0.47915,0.67036
448.6589,0.34121,0.34893,0.3312,0.34282,0.37985,0.47366,0.67538
448.78049,0.34386,0.35122,0.33157,0.34218,0.37757,0.46836,0.68042
448.90214,0.34668,0.35351,0.33205,0.34166,0.37543,0.46325,0.68544
449.02386,0.34967,0.35581,0.33265,0.34125,0.37341,0.45833,0.69042
449.14565,0.35284,0.35812,0.33337,0.34095,0.37153,0.45359,0.69532
449.2675,0.3562,0.36042,0.33421,0.34077,0.36978,0.44902,0.70012
449.38942,0.35974,0.36272,0.33517,0.3407,0.36816,0.44463,0.70479
449.5114,0.36349,0.36502,0.33626,0.34075,0.36666,0.44041,0.70929
449.63345,0.36744,0.36731,0.33748,0.34092,0.36529,0.43636,0.7136
449.75557,0.37161,0.36959,0.33883,0.34121,0.36405,0.43248,0.71769
449.87775,0.376,0.37186,0.34031,0.34162,0.36293,0.42876,0.72153
450,0.38061,0.37412,0.34194,0.34216,0.36194,0.42519,0.72509
450.12232,0.38546,0.37637,0.34371,0.34282,0.36107,0.42179,0.72834
450.2447,0.39056,0.3786,0.34562,0.34361,0.36033,0.41854,0.73125
450.36715,0.39591,0.38082,0.34769,0.34453,0.35972,0.41544,0.7338
450.48966,0.40152,0.38302,0.34991,0.34558,0.35923,0.41249,0.73597
450.61224,0.4074,0.3852,0.3523,0.34677,0.35886,0.40968,0.73774
450.73489,0.41356,0.38736,0.35486,0.3481,0.35863,0.40703,0.73907
450.85761,0.42001,0.3895,0.35758,0.34957,0.35852,0.40451,0.73997
450.98039,0.42675,0.39161,0.36049,0.3512,0.35854,0.40214,0.7404
451.10324,0.4338,0.39371,0.36359,0.35298,0.3587,0.39991,0.74036
451.22616,0.44117,0.39578,0.36687,0.35491,0.35899,0.39782,0.73985
451.34914,0.44886,0.39782,0.37036,0.35701,0.35941,0.39587,0.73885
451.47219,0.45689,0.39984,0.37406,0.35927,0.35997,0.39406,0.73736
451.59531,0.46525,0.40183,0.37797,0.36171,0.36068,0.39238,0.73539
451.71849,0.47396,0.40379,0.38211,0.36434,0.36152,0.39084,0.73293
451.84175,0.48302,0.40573,0.38649,0.36714,0.36251,0.38943,0.73
451.96507,0.49244,0.40763,0.3911,0.37015,0.36366,0.38816,0.7266
452.08845,0.50222,0.40951,0.39597,0.37335,0.36495,0.38703,0.72275
452.21191,0.51236,0.41136,0.40111,0.37676,0.36641,0.38603,0.71847
452.33543,0.52286,0.41318,0.40651,0.38039,0.36803,0.38517,0.71377
452.45902,0.53373,0.41497,0.41221,0.38425,0.36981,0.38445,0.70868
452.58267,0.54495,0.41673,0.41819,0.38834,0.37177,0.38386,0.70322
452.7064,0.55651,0.41846,0.42449,0.39268,0.37391,0.38341,0.69741
452.83019,0.56841,0.42016,0.4311,0.39728,0.37623,0.38311,0.69128
452.95405,0.58062,0.42183,0.43804,0.40213,0.37874,0.38295,0.68487
453.07798,0.59312,0.42347,0.44532,0.40727,0.38145,0.38293,0.67819
453.20197,0.60588,0.42508,0.45295,0.41269,0.38436,0.38306,0.67128
453.32603,0.61888,0.42666,0.46095,0.41841,0.38749,0.38333,0.66417
453.45016,0.63205,0.42821,0.46931,0.42444,0.39084,0.38376,0.65688
453.57436,0.64537,0.42973,0.47804,0.43079,0.39442,0.38435,0.64945
453.69863,0.65876,0.43122,0.48716,0.43747,0.39824,0.38509,0.64191
453.82297,0.67216,0.43268,0.49667,0.4445,0.4023,0.38599,0.63427
453.94737,0.68549,0.43412,0.50657,0.45188,0.40663,0.38706,0.62657
454.07184,0.69867,0.43552,0.51685,0.45961,0.41122,0.38831,0.61883
454.19638,0.7116,0.43689,0.52751,0.46772,0.41609,0.38972,0.61108
454.32099,0.72418,0.43824,0.53854,0.47621,0.42124,0.39132,0.60334
454.44566,0.73628,0.43956,0.54993,0.48508,0.4267,0.3931,0.59562
454.57041,0.7478,0.44085,0.56165,0.49432,0.43246,0.39507,0.58796
454.69522,0.7586,0.44211,0.57367,0.50395,0.43855,0.39723,0.58036
454.8201,0.76856,0.44335,0.58595,0.51395,0.44496,0.3996,0.57285
454.94505,0.77754,0.44456,0.59845,0.52432,0.4517,0.40218,0.56543
455.07007,0.78542,0.44575,0.61109,0.53503,0.45879,0.40498,0.55813
455.19516,0.79207,0.44691,0.62381,0.54606,0.46623,0.408,0.55095
455.32032,0.79738,0.44804,0.63653,0.55737,0.47401,0.41124,0.5439
455.44554,0.80125,0.44916,0.64914,0.56893,0.48215,0.41473,0.537
455.57084,0.8036,0.45024,0.66153,0.58068,0.49063,0.41845,0.53026
455.6962,0.80436,0.45131,0.67357,0.59255,0.49945,0.42243,0.52367
455.82164,0.8035,0.45235,0.68512,0.60447,0.50859,0.42666,0.51724
455.94714,0.80101,0.45337,0.69604,0.61633,0.51802,0.43115,0.51098
456.07271,0.79689,0.45436,0.70616,0.62803,0.52772,0.43591,0.5049
456.19835,0.79118,0.45534,0.71531,0.63944,0.53765,0.44093,0.499
456.32406,0.78397,0.45629,0.72334,0.65042,0.54774,0.44622,0.49327
456.44983,0.77534,0.45722,0.73009,0.66083,0.55794,0.45177,0.48772
456.57568,0.76541,0.45814,0.7354,0.67049,0.56816,0.45758,0.48235
456.7016,0.75431,0.45903,0.73916,0.67925,0.5783,0.46364,0.47717
456.82759,0.74218,0.45991,0.74125,0.68692,0.58826,0.46994,0.47216
456.95364,0.7292,0.46076,0.74159,0.69335,0.59791,0.47645,0.46734
457.07977,0.71552,0.4616,0.74015,0.69837,0.60709,0.48314,0.46269
457.20596,0.70132,0.46243,0.73693,0.70185,0.61565,0.48998,0.45822
457.33223,0.68675,0.46323,0.73195,0.70368,0.62343,0.49693,0.45392
457.45856,0.67197,0.46402,0.72529,0.70378,0.63025,0.50392,0.4498
457.58497,0.65713,0.46479,0.71707,0.7021,0.63593,0.51088,0.44585
457.71144,0.64238,0.46555,0.70741,0.69864,0.64031,0.51774,0.44207
457.83799,0.62783,0.46629,0.6965,0.69344,0.64325,0.5244,0.43846
457.9646,0.6136,0.46702,0.68451,0.68658,0.64462,0.53074,0.435
458.09129,0.59978,0.46774,0.67165,0.67819,0.64434,0.53665,0.43171
458.21804,0.58646,0.46844,0.6581,0.66842,0.64235,0.54199,0.42858
458.34487,0.57372,0.46913,0.64408,0.65744,0.63867,0.54663,0.4256
458.47176,0.56161,0.4698,0.62978,0.64546,0.63334,0.55042,0.42277
458.59873,0.55017,0.47046,0.61537,0.63269,0.62645,0.55324,0.42008
458.72576,0.53944,0.47112,0.60101,0.61933,0.61814,0.55496,0.41755
458.85287,0.52945,0.47176,0.58686,0.6056,0.60858,0.55547,0.41515
458.98004,0.52021,0.47239,0.57303,0.59168,0.59798,0.55471,0.4129
459.10729,0.51174,0.47301,0.55964,0.57775,0.58654,0.55263,0.41078
459.23461,0.50405,0.47362,0.54677,0.56397,0.57448,0.54923,0.40879
459.362,0.49711,0.47422,0.5345,0.55048,0.56203,0.54455,0.40694
459.48946,0.49095,0.47481,0.52287,0.5374,0.54939,0.53868,0.40521
459.61699,0.48553,0.47539,0.51194,0.52483,0.53674,0.53174,0.4036
459.74459,0.48085,0.47596,0.50171,0.51284,0.52426,0.52388,0.40212
459.87226,0.4769,0.47653,0.49223,0.50149,0.51208,0.51528,0.40075
460,0.47366,0.47709,0.48348,0.49082,0.50032,0.50613,0.39951
