Inputs,,,Output,,,,,
Wavelength (um),r1 (um),t1 (nm),Absorption,,,,,
413.68973,0.05,0.2,0.34912,,,,,
413.7931,0.05,0.2,0.34447,,,,,
413.89653,0.05,0.2,0.34003,,,,,
414,0.05,0.2,0.33578,,,,,
414.10353,0.05,0.2,0.33171,,,,,
414.2071,0.05,0.2,0.32782,,,,,
414.31073,0.05,0.2,0.3241,,,,,
414.41441,0.05,0.2,0.32053,,,,,
414.51815,0.05,0.2,0.31711,,,,,
414.62193,0.05,0.2,0.31384,,,,,
414.72577,0.05,0.2,0.3107,,,,,
414.82966,0.05,0.2,0.30768,,,,,
414.9336,0.05,0.2,0.30479,,,,,
415.03759,0.05,0.2,0.30201,,,,,
415.14164,0.05,0.2,0.29934,,,,,
415.24574,0.05,0.2,0.29678,,,,,
415.34989,0.05,0.2,0.29431,,,,,
415.45409,0.05,0.2,0.29194,,,,,
415.55834,0.05,0.2,0.28967,,,,,
415.66265,0.05,0.2,0.28747,,,,,
415.76701,0.05,0.2,0.28536,,,,,
415.87142,0.05,0.2,0.28333,,,,,
415.97589,0.05,0.2,0.28137,,,,,
416.0804,0.05,0.2,0.27949,,,,,
416.18497,0.05,0.2,0.27767,,,,,
416.28959,0.05,0.2,0.27592,,,,,
416.39427,0.05,0.2,0.27423,,,,,
416.49899,0.05,0.2,0.2726,,,,,
416.60377,0.05,0.2,0.27103,,,,,
416.70861,0.05,0.2,0.26952,,,,,
416.81349,0.05,0.2,0.26805,,,,,
416.91843,0.05,0.2,0.26664,,,,,
417.02342,0.05,0.2,0.26528,,,,,
417.12846,0.05,0.2,0.26396,,,,,
417.23356,0.05,0.2,0.26269,,,,,
417.33871,0.05,0.2,0.26146,,,,,
417.44391,0.05,0.2,0.26027,,,,,
417.54917,0.05,0.2,0.25913,,,,,
417.65448,0.05,0.2,0.25802,,,,,
417.75984,0.05,0.2,0.25695,,,,,
417.86525,0.05,0.2,0.25591,,,,,
417.97072,0.05,0.2,0.25491,,,,,
418.07624,0.05,0.2,0.25394,,,,,
418.18182,0.05,0.2,0.25301,,,,,
418.28745,0.05,0.2,0.2521,,,,,
418.39313,0.05,0.2,0.25122,,,,,
418.49886,0.05,0.2,0.25038,,,,,
418.60465,0.05,0.2,0.24956,,,,,
418.71049,0.05,0.2,0.24876,,,,,
418.81639,0.05,0.2,0.248,,,,,
418.92234,0.05,0.2,0.24726,,,,,
419.02834,0.05,0.2,0.24654,,,,,
419.1344,0.05,0.2,0.24584,,,,,
419.24051,0.05,0.2,0.24517,,,,,
419.34667,0.05,0.2,0.24452,,,,,
419.45289,0.05,0.2,0.24389,,,,,
419.55916,0.05,0.2,0.24329,,,,,
419.66548,0.05,0.2,0.2427,,,,,
419.77186,0.05,0.2,0.24213,,,,,
419.8783,0.05,0.2,0.24158,,,,,
419.98478,0.05,0.2,0.24105,,,,,
420.09132,0.05,0.2,0.24054,,,,,
420.19792,0.05,0.2,0.24004,,,,,
420.30457,0.05,0.2,0.23957,,,,,
420.41127,0.05,0.2,0.2391,,,,,
420.51803,0.05,0.2,0.23866,,,,,
420.62484,0.05,0.2,0.23823,,,,,
420.73171,0.05,0.2,0.23781,,,,,
420.83863,0.05,0.2,0.23741,,,,,
420.9456,0.05,0.2,0.23702,,,,,
421.05263,0.05,0.2,0.23665,,,,,
421.15972,0.05,0.2,0.23629,,,,,
421.26685,0.05,0.2,0.23594,,,,,
421.37405,0.05,0.2,0.23561,,,,,
421.48129,0.05,0.2,0.23529,,,,,
421.58859,0.05,0.2,0.23498,,,,,
421.69595,0.05,0.2,0.23469,,,,,
421.80336,0.05,0.2,0.2344,,,,,
421.91083,0.05,0.2,0.23413,,,,,
422.01835,0.05,0.2,0.23387,,,,,
422.12592,0.05,0.2,0.23362,,,,,
422.23355,0.05,0.2,0.23338,,,,,
422.34124,0.05,0.2,0.23315,,,,,
422.44898,0.05,0.2,0.23294,,,,,
422.55677,0.05,0.2,0.23273,,,,,
422.66462,0.05,0.2,0.23253,,,,,
422.77253,0.05,0.2,0.23234,,,,,
422.88049,0.05,0.2,0.23216,,,,,
422.98851,0.05,0.2,0.232,,,,,
423.09658,0.05,0.2,0.23184,,,,,
423.2047,0.05,0.2,0.23169,,,,,
423.31288,0.05,0.2,0.23155,,,,,
423.42112,0.05,0.2,0.23141,,,,,
423.52941,0.05,0.2,0.23129,,,,,
423.63776,0.05,0.2,0.23118,,,,,
423.74616,0.05,0.2,0.23107,,,,,
423.85462,0.05,0.2,0.23097,,,,,
423.96313,0.05,0.2,0.23089,,,,,
424.0717,0.05,0.2,0.2308,,,,,
424.18033,0.05,0.2,0.23073,,,,,
424.28901,0.05,0.2,0.23067,,,,,
424.39774,0.05,0.2,0.23061,,,,,
424.50654,0.05,0.2,0.23056,,,,,
424.61538,0.05,0.2,0.23052,,,,,
424.72429,0.05,0.2,0.23049,,,,,
424.83325,0.05,0.2,0.23046,,,,,
424.94226,0.05,0.2,0.23044,,,,,
425.05133,0.05,0.2,0.23043,,,,,
425.16046,0.05,0.2,0.23043,,,,,
425.26965,0.05,0.2,0.23043,,,,,
425.37889,0.05,0.2,0.23044,,,,,
425.48818,0.05,0.2,0.23046,,,,,
425.59753,0.05,0.2,0.23049,,,,,
425.70694,0.05,0.2,0.23052,,,,,
425.81641,0.05,0.2,0.23056,,,,,
425.92593,0.05,0.2,0.23061,,,,,
426.0355,0.05,0.2,0.23067,,,,,
426.14514,0.05,0.2,0.23073,,,,,
426.25483,0.05,0.2,0.2308,,,,,
426.36457,0.05,0.2,0.23087,,,,,
426.47438,0.05,0.2,0.23096,,,,,
426.58423,0.05,0.2,0.23105,,,,,
426.69415,0.05,0.2,0.23115,,,,,
426.80412,0.05,0.2,0.23125,,,,,
426.91415,0.05,0.2,0.23136,,,,,
427.02424,0.05,0.2,0.23148,,,,,
427.13438,0.05,0.2,0.23161,,,,,
427.24458,0.05,0.2,0.23174,,,,,
427.35484,0.05,0.2,0.23188,,,,,
427.46515,0.05,0.2,0.23203,,,,,
427.57552,0.05,0.2,0.23218,,,,,
427.68595,0.05,0.2,0.23235,,,,,
427.79644,0.05,0.2,0.23252,,,,,
427.90698,0.05,0.2,0.23269,,,,,
428.01758,0.05,0.2,0.23288,,,,,
428.12823,0.05,0.2,0.23307,,,,,
428.23894,0.05,0.2,0.23327,,,,,
428.34972,0.05,0.2,0.23347,,,,,
428.46054,0.05,0.2,0.23369,,,,,
428.57143,0.05,0.2,0.23391,,,,,
428.68237,0.05,0.2,0.23414,,,,,
428.79337,0.05,0.2,0.23438,,,,,
428.90443,0.05,0.2,0.23463,,,,,
429.01554,0.05,0.2,0.23488,,,,,
429.12672,0.05,0.2,0.23514,,,,,
429.23795,0.05,0.2,0.23541,,,,,
429.34924,0.05,0.2,0.23569,,,,,
429.46058,0.05,0.2,0.23598,,,,,
429.57198,0.05,0.2,0.23627,,,,,
429.68345,0.05,0.2,0.23658,,,,,
429.79496,0.05,0.2,0.23689,,,,,
429.90654,0.05,0.2,0.23721,,,,,
430.01818,0.05,0.2,0.23754,,,,,
430.12987,0.05,0.2,0.23788,,,,,
430.24162,0.05,0.2,0.23823,,,,,
430.35343,0.05,0.2,0.23859,,,,,
430.4653,0.05,0.2,0.23896,,,,,
430.57722,0.05,0.2,0.23934,,,,,
430.68921,0.05,0.2,0.23973,,,,,
430.80125,0.05,0.2,0.24012,,,,,
430.91335,0.05,0.2,0.24053,,,,,
431.02551,0.05,0.2,0.24095,,,,,
431.13772,0.05,0.2,0.24138,,,,,
431.25,0.05,0.2,0.24182,,,,,
431.36233,0.05,0.2,0.24227,,,,,
431.47473,0.05,0.2,0.24274,,,,,
431.58718,0.05,0.2,0.24321,,,,,
431.69969,0.05,0.2,0.2437,,,,,
431.81226,0.05,0.2,0.24419,,,,,
431.92488,0.05,0.2,0.24471,,,,,
432.03757,0.05,0.2,0.24523,,,,,
432.15031,0.05,0.2,0.24576,,,,,
432.26312,0.05,0.2,0.24631,,,,,
432.37598,0.05,0.2,0.24688,,,,,
432.4889,0.05,0.2,0.24745,,,,,
432.60188,0.05,0.2,0.24804,,,,,
432.71492,0.05,0.2,0.24865,,,,,
432.82802,0.05,0.2,0.24927,,,,,
432.94118,0.05,0.2,0.2499,,,,,
433.05439,0.05,0.2,0.25055,,,,,
433.16767,0.05,0.2,0.25122,,,,,
433.281,0.05,0.2,0.2519,,,,,
433.3944,0.05,0.2,0.2526,,,,,
433.50785,0.05,0.2,0.25331,,,,,
433.62137,0.05,0.2,0.25404,,,,,
433.73494,0.05,0.2,0.25479,,,,,
433.84857,0.05,0.2,0.25556,,,,,
433.96226,0.05,0.2,0.25635,,,,,
434.07602,0.05,0.2,0.25716,,,,,
434.18983,0.05,0.2,0.25799,,,,,
434.3037,0.05,0.2,0.25883,,,,,
434.41763,0.05,0.2,0.2597,,,,,
434.53162,0.05,0.2,0.26059,,,,,
434.64567,0.05,0.2,0.26151,,,,,
434.75978,0.05,0.2,0.26244,,,,,
434.87395,0.05,0.2,0.2634,,,,,
434.98818,0.05,0.2,0.26438,,,,,
435.10247,0.05,0.2,0.26539,,,,,
435.21682,0.05,0.2,0.26643,,,,,
435.33123,0.05,0.2,0.26749,,,,,
435.4457,0.05,0.2,0.26858,,,,,
435.56023,0.05,0.2,0.26969,,,,,
435.67482,0.05,0.2,0.27084,,,,,
435.78947,0.05,0.2,0.27201,,,,,
435.90419,0.05,0.2,0.27322,,,,,
436.01896,0.05,0.2,0.27446,,,,,
436.13379,0.05,0.2,0.27573,,,,,
436.24868,0.05,0.2,0.27703,,,,,
436.36364,0.05,0.2,0.27837,,,,,
436.47865,0.05,0.2,0.27975,,,,,
436.59373,0.05,0.2,0.28116,,,,,
436.70886,0.05,0.2,0.28262,,,,,
436.82406,0.05,0.2,0.28411,,,,,
436.93931,0.05,0.2,0.28564,,,,,
437.05463,0.05,0.2,0.28722,,,,,
437.17001,0.05,0.2,0.28884,,,,,
437.28545,0.05,0.2,0.29051,,,,,
437.40095,0.05,0.2,0.29222,,,,,
437.51651,0.05,0.2,0.29398,,,,,
437.63214,0.05,0.2,0.29579,,,,,
437.74782,0.05,0.2,0.29766,,,,,
437.86356,0.05,0.2,0.29958,,,,,
437.97937,0.05,0.2,0.30156,,,,,
438.09524,0.05,0.2,0.30359,,,,,
438.21117,0.05,0.2,0.30568,,,,,
438.32716,0.05,0.2,0.30784,,,,,
438.44321,0.05,0.2,0.31007,,,,,
438.55932,0.05,0.2,0.31236,,,,,
438.6755,0.05,0.2,0.31472,,,,,
438.79173,0.05,0.2,0.31715,,,,,
438.90803,0.05,0.2,0.31966,,,,,
439.02439,0.05,0.2,0.32224,,,,,
439.14081,0.05,0.2,0.32491,,,,,
439.25729,0.05,0.2,0.32766,,,,,
439.37384,0.05,0.2,0.3305,,,,,
439.49045,0.05,0.2,0.33343,,,,,
439.60711,0.05,0.2,0.33646,,,,,
439.72384,0.05,0.2,0.33958,,,,,
439.84064,0.05,0.2,0.34281,,,,,
439.95749,0.05,0.2,0.34614,,,,,
440.07441,0.05,0.2,0.34958,,,,,
440.19139,0.05,0.2,0.35314,,,,,
440.30843,0.05,0.2,0.35682,,,,,
440.42553,0.05,0.2,0.36062,,,,,
440.5427,0.05,0.2,0.36455,,,,,
440.65993,0.05,0.2,0.36861,,,,,
440.77722,0.05,0.2,0.37281,,,,,
440.89457,0.05,0.2,0.37716,,,,,
441.01198,0.05,0.2,0.38166,,,,,
441.12946,0.05,0.2,0.38632,,,,,
441.247,0.05,0.2,0.39114,,,,,
441.36461,0.05,0.2,0.39613,,,,,
441.48227,0.05,0.2,0.4013,,,,,
441.6,0.05,0.2,0.40665,,,,,
441.71779,0.05,0.2,0.41219,,,,,
441.83565,0.05,0.2,0.41793,,,,,
441.95356,0.05,0.2,0.42387,,,,,
442.07154,0.05,0.2,0.43003,,,,,
442.18959,0.05,0.2,0.43641,,,,,
442.30769,0.05,0.2,0.44302,,,,,
442.42586,0.05,0.2,0.44986,,,,,
442.54409,0.05,0.2,0.45695,,,,,
442.66239,0.05,0.2,0.4643,,,,,
442.78075,0.05,0.2,0.47191,,,,,
442.89917,0.05,0.2,0.47979,,,,,
443.01766,0.05,0.2,0.48796,,,,,
443.13621,0.05,0.2,0.49641,,,,,
443.25482,0.05,0.2,0.50515,,,,,
443.37349,0.05,0.2,0.51421,,,,,
443.49223,0.05,0.2,0.52357,,,,,
443.61104,0.05,0.2,0.53325,,,,,
443.7299,0.05,0.2,0.54326,,,,,
443.84883,0.05,0.2,0.5536,,,,,
443.96783,0.05,0.2,0.56427,,,,,
444.08689,0.05,0.2,0.57528,,,,,
444.20601,0.05,0.2,0.58663,,,,,
444.32519,0.05,0.2,0.59832,,,,,
444.44444,0.05,0.2,0.61035,,,,,
444.56376,0.05,0.2,0.6227,,,,,
444.68314,0.05,0.2,0.63539,,,,,
444.80258,0.05,0.2,0.64839,,,,,
444.92208,0.05,0.2,0.66169,,,,,
445.04166,0.05,0.2,0.67528,,,,,
445.16129,0.05,0.2,0.68913,,,,,
445.28099,0.05,0.2,0.70323,,,,,
445.40075,0.05,0.2,0.71753,,,,,
445.52058,0.05,0.2,0.73201,,,,,
445.64047,0.05,0.2,0.74662,,,,,
445.76043,0.05,0.2,0.76132,,,,,
445.88045,0.05,0.2,0.77605,,,,,
446.00054,0.05,0.2,0.79076,,,,,
446.12069,0.05,0.2,0.80539,,,,,
446.24091,0.05,0.2,0.81985,,,,,
446.36119,0.05,0.2,0.83408,,,,,
446.48153,0.05,0.2,0.84799,,,,,
446.60194,0.05,0.2,0.8615,,,,,
446.72242,0.05,0.2,0.87452,,,,,
446.84296,0.05,0.2,0.88695,,,,,
446.96356,0.05,0.2,0.89871,,,,,
447.08423,0.05,0.2,0.9097,,,,,
447.20497,0.05,0.2,0.91982,,,,,
447.32577,0.05,0.2,0.92899,,,,,
447.44664,0.05,0.2,0.93712,,,,,
447.56757,0.05,0.2,0.94415,,,,,
447.68856,0.05,0.2,0.94999,,,,,
447.80963,0.05,0.2,0.95459,,,,,
447.93075,0.05,0.2,0.95791,,,,,
448.05195,0.05,0.2,0.95991,,,,,
448.17321,0.05,0.2,0.96057,,,,,
448.29453,0.05,0.2,0.95988,,,,,
448.41592,0.05,0.2,0.95786,,,,,
448.53738,0.05,0.2,0.95453,,,,,
448.6589,0.05,0.2,0.94992,,,,,
448.78049,0.05,0.2,0.94408,,,,,
448.90214,0.05,0.2,0.93707,,,,,
449.02386,0.05,0.2,0.92896,,,,,
449.14565,0.05,0.2,0.91984,,,,,
449.2675,0.05,0.2,0.90977,,,,,
449.38942,0.05,0.2,0.89886,,,,,
449.5114,0.05,0.2,0.88719,,,,,
449.63345,0.05,0.2,0.87487,,,,,
449.75557,0.05,0.2,0.86197,,,,,
449.87775,0.05,0.2,0.84859,,,,,
450,0.05,0.2,0.83482,,,,,
450.12232,0.05,0.2,0.82075,,,,,
450.2447,0.05,0.2,0.80646,,,,,
450.36715,0.05,0.2,0.79201,,,,,
450.48966,0.05,0.2,0.77748,,,,,
450.61224,0.05,0.2,0.76293,,,,,
450.73489,0.05,0.2,0.74842,,,,,
450.85761,0.05,0.2,0.734,,,,,
450.98039,0.05,0.2,0.71972,,,,,
451.10324,0.05,0.2,0.70561,,,,,
451.22616,0.05,0.2,0.6917,,,,,
451.34914,0.05,0.2,0.67804,,,,,
451.47219,0.05,0.2,0.66464,,,,,
451.59531,0.05,0.2,0.65151,,,,,
451.71849,0.05,0.2,0.63869,,,,,
451.84175,0.05,0.2,0.62618,,,,,
451.96507,0.05,0.2,0.61398,,,,,
452.08845,0.05,0.2,0.60212,,,,,
452.21191,0.05,0.2,0.59058,,,,,
452.33543,0.05,0.2,0.57938,,,,,
452.45902,0.05,0.2,0.56851,,,,,
452.58267,0.05,0.2,0.55797,,,,,
452.7064,0.05,0.2,0.54776,,,,,
452.83019,0.05,0.2,0.53788,,,,,
452.95405,0.05,0.2,0.52831,,,,,
453.07798,0.05,0.2,0.51906,,,,,
453.20197,0.05,0.2,0.51011,,,,,
453.32603,0.05,0.2,0.50146,,,,,
453.45016,0.05,0.2,0.4931,,,,,
453.57436,0.05,0.2,0.48503,,,,,
453.69863,0.05,0.2,0.47723,,,,,
453.82297,0.05,0.2,0.46969,,,,,
453.94737,0.05,0.2,0.46242,,,,,
454.07184,0.05,0.2,0.4554,,,,,
454.19638,0.05,0.2,0.44861,,,,,
454.32099,0.05,0.2,0.44207,,,,,
454.44566,0.05,0.2,0.43574,,,,,
454.57041,0.05,0.2,0.42964,,,,,
454.69522,0.05,0.2,0.42374,,,,,
454.8201,0.05,0.2,0.41805,,,,,
454.94505,0.05,0.2,0.41255,,,,,
455.07007,0.05,0.2,0.40724,,,,,
455.19516,0.05,0.2,0.40211,,,,,
455.32032,0.05,0.2,0.39715,,,,,
455.44554,0.05,0.2,0.39237,,,,,
455.57084,0.05,0.2,0.38774,,,,,
455.6962,0.05,0.2,0.38326,,,,,
455.82164,0.05,0.2,0.37894,,,,,
455.94714,0.05,0.2,0.37476,,,,,
456.07271,0.05,0.2,0.37072,,,,,
456.19835,0.05,0.2,0.36681,,,,,
456.32406,0.05,0.2,0.36302,,,,,
456.44983,0.05,0.2,0.35936,,,,,
456.57568,0.05,0.2,0.35582,,,,,
456.7016,0.05,0.2,0.35239,,,,,
456.82759,0.05,0.2,0.34907,,,,,
456.95364,0.05,0.2,0.34585,,,,,
457.07977,0.05,0.2,0.34274,,,,,
457.20596,0.05,0.2,0.33972,,,,,
457.33223,0.05,0.2,0.3368,,,,,
457.45856,0.05,0.2,0.33396,,,,,
457.58497,0.05,0.2,0.33122,,,,,
457.71144,0.05,0.2,0.32855,,,,,
457.83799,0.05,0.2,0.32597,,,,,
457.9646,0.05,0.2,0.32346,,,,,
458.09129,0.05,0.2,0.32103,,,,,
458.21804,0.05,0.2,0.31867,,,,,
458.34487,0.05,0.2,0.31638,,,,,
458.47176,0.05,0.2,0.31416,,,,,
458.59873,0.05,0.2,0.312,,,,,
458.72576,0.05,0.2,0.30991,,,,,
458.85287,0.05,0.2,0.30787,,,,,
458.98004,0.05,0.2,0.30589,,,,,
459.10729,0.05,0.2,0.30397,,,,,
459.23461,0.05,0.2,0.3021,,,,,
459.362,0.05,0.2,0.30028,,,,,
459.48946,0.05,0.2,0.29852,,,,,
459.61699,0.05,0.2,0.2968,,,,,
459.74459,0.05,0.2,0.29513,,,,,
459.87226,0.05,0.2,0.2935,,,,,
460,0.05,0.2,0.29192,,,,,
360,0.05,0.25,0.29639,,,,,
360.07828,0.05,0.25,0.29526,,,,,
360.15659,0.05,0.25,0.29415,,,,,
360.23494,0.05,0.25,0.29305,,,,,
360.31332,0.05,0.25,0.29195,,,,,
360.39173,0.05,0.25,0.29087,,,,,
360.47018,0.05,0.25,0.2898,,,,,
360.54866,0.05,0.25,0.28874,,,,,
360.62718,0.05,0.25,0.2877,,,,,
360.70573,0.05,0.25,0.28666,,,,,
360.78431,0.05,0.25,0.28563,,,,,
360.86293,0.05,0.25,0.28461,,,,,
360.94159,0.05,0.25,0.28361,,,,,
361.02027,0.05,0.25,0.28261,,,,,
361.099,0.05,0.25,0.28163,,,,,
361.17775,0.05,0.25,0.28065,,,,,
361.25654,0.05,0.25,0.27969,,,,,
361.33537,0.05,0.25,0.27874,,,,,
361.41423,0.05,0.25,0.27779,,,,,
361.49312,0.05,0.25,0.27686,,,,,
361.57205,0.05,0.25,0.27594,,,,,
361.65102,0.05,0.25,0.27503,,,,,
361.73001,0.05,0.25,0.27413,,,,,
361.80905,0.05,0.25,0.27323,,,,,
361.88811,0.05,0.25,0.27235,,,,,
361.96721,0.05,0.25,0.27148,,,,,
362.04635,0.05,0.25,0.27062,,,,,
362.12552,0.05,0.25,0.26977,,,,,
362.20472,0.05,0.25,0.26893,,,,,
362.28396,0.05,0.25,0.2681,,,,,
362.36324,0.05,0.25,0.26728,,,,,
362.44255,0.05,0.25,0.26647,,,,,
362.52189,0.05,0.25,0.26567,,,,,
362.60127,0.05,0.25,0.26488,,,,,
362.68068,0.05,0.25,0.2641,,,,,
362.76013,0.05,0.25,0.26333,,,,,
362.83961,0.05,0.25,0.26257,,,,,
362.91913,0.05,0.25,0.26182,,,,,
362.99868,0.05,0.25,0.26108,,,,,
363.07827,0.05,0.25,0.26035,,,,,
363.15789,0.05,0.25,0.25964,,,,,
363.23755,0.05,0.25,0.25893,,,,,
363.31724,0.05,0.25,0.25823,,,,,
363.39697,0.05,0.25,0.25754,,,,,
363.47673,0.05,0.25,0.25686,,,,,
363.55653,0.05,0.25,0.25619,,,,,
363.63636,0.05,0.25,0.25554,,,,,
363.71623,0.05,0.25,0.25489,,,,,
363.79613,0.05,0.25,0.25425,,,,,
363.87607,0.05,0.25,0.25363,,,,,
363.95604,0.05,0.25,0.25301,,,,,
364.03605,0.05,0.25,0.2524,,,,,
364.11609,0.05,0.25,0.25181,,,,,
364.19617,0.05,0.25,0.25122,,,,,
364.27629,0.05,0.25,0.25065,,,,,
364.35644,0.05,0.25,0.25009,,,,,
364.43662,0.05,0.25,0.24953,,,,,
364.51684,0.05,0.25,0.24899,,,,,
364.59709,0.05,0.25,0.24846,,,,,
364.67738,0.05,0.25,0.24794,,,,,
364.75771,0.05,0.25,0.24743,,,,,
364.83807,0.05,0.25,0.24694,,,,,
364.91847,0.05,0.25,0.24645,,,,,
364.9989,0.05,0.25,0.24598,,,,,
365.07937,0.05,0.25,0.24551,,,,,
365.15987,0.05,0.25,0.24506,,,,,
365.24041,0.05,0.25,0.24462,,,,,
365.32098,0.05,0.25,0.24419,,,,,
365.40159,0.05,0.25,0.24378,,,,,
365.48223,0.05,0.25,0.24337,,,,,
365.56291,0.05,0.25,0.24298,,,,,
365.64363,0.05,0.25,0.2426,,,,,
365.72438,0.05,0.25,0.24223,,,,,
365.80517,0.05,0.25,0.24188,,,,,
365.88599,0.05,0.25,0.24153,,,,,
365.96685,0.05,0.25,0.2412,,,,,
366.04775,0.05,0.25,0.24089,,,,,
366.12868,0.05,0.25,0.24058,,,,,
366.20964,0.05,0.25,0.24029,,,,,
366.29064,0.05,0.25,0.24002,,,,,
366.37168,0.05,0.25,0.23976,,,,,
366.45276,0.05,0.25,0.23951,,,,,
366.53386,0.05,0.25,0.23927,,,,,
366.61501,0.05,0.25,0.23905,,,,,
366.69619,0.05,0.25,0.23885,,,,,
366.77741,0.05,0.25,0.23866,,,,,
366.85866,0.05,0.25,0.23848,,,,,
366.93995,0.05,0.25,0.23832,,,,,
367.02128,0.05,0.25,0.23818,,,,,
367.10264,0.05,0.25,0.23805,,,,,
367.18404,0.05,0.25,0.23794,,,,,
367.26547,0.05,0.25,0.23784,,,,,
367.34694,0.05,0.25,0.23777,,,,,
367.42844,0.05,0.25,0.23771,,,,,
367.50999,0.05,0.25,0.23766,,,,,
367.59156,0.05,0.25,0.23764,,,,,
367.67318,0.05,0.25,0.23763,,,,,
367.75483,0.05,0.25,0.23764,,,,,
367.83652,0.05,0.25,0.23767,,,,,
367.91824,0.05,0.25,0.23772,,,,,
368,0.05,0.25,0.23779,,,,,
368.0818,0.05,0.25,0.23788,,,,,
368.16363,0.05,0.25,0.23799,,,,,
368.2455,0.05,0.25,0.23812,,,,,
368.3274,0.05,0.25,0.23827,,,,,
368.40934,0.05,0.25,0.23845,,,,,
368.49132,0.05,0.25,0.23865,,,,,
368.57334,0.05,0.25,0.23887,,,,,
368.65539,0.05,0.25,0.23911,,,,,
368.73747,0.05,0.25,0.23938,,,,,
368.8196,0.05,0.25,0.23968,,,,,
368.90176,0.05,0.25,0.24,,,,,
368.98396,0.05,0.25,0.24034,,,,,
369.06619,0.05,0.25,0.24072,,,,,
369.14846,0.05,0.25,0.24112,,,,,
369.23077,0.05,0.25,0.24154,,,,,
369.31311,0.05,0.25,0.242,,,,,
369.39549,0.05,0.25,0.24249,,,,,
369.47791,0.05,0.25,0.24301,,,,,
369.56037,0.05,0.25,0.24356,,,,,
369.64286,0.05,0.25,0.24414,,,,,
369.72539,0.05,0.25,0.24475,,,,,
369.80795,0.05,0.25,0.2454,,,,,
369.89055,0.05,0.25,0.24608,,,,,
369.97319,0.05,0.25,0.2468,,,,,
370.05587,0.05,0.25,0.24756,,,,,
370.13858,0.05,0.25,0.24835,,,,,
370.22133,0.05,0.25,0.24919,,,,,
370.30411,0.05,0.25,0.25006,,,,,
370.38694,0.05,0.25,0.25098,,,,,
370.4698,0.05,0.25,0.25193,,,,,
370.5527,0.05,0.25,0.25294,,,,,
370.63563,0.05,0.25,0.25398,,,,,
370.7186,0.05,0.25,0.25508,,,,,
370.80161,0.05,0.25,0.25622,,,,,
370.88466,0.05,0.25,0.25741,,,,,
370.96774,0.05,0.25,0.25865,,,,,
371.05086,0.05,0.25,0.25995,,,,,
371.13402,0.05,0.25,0.2613,,,,,
371.21722,0.05,0.25,0.2627,,,,,
371.30045,0.05,0.25,0.26417,,,,,
371.38372,0.05,0.25,0.26569,,,,,
371.46703,0.05,0.25,0.26727,,,,,
371.55037,0.05,0.25,0.26892,,,,,
371.63375,0.05,0.25,0.27064,,,,,
371.71717,0.05,0.25,0.27242,,,,,
371.80063,0.05,0.25,0.27427,,,,,
371.88412,0.05,0.25,0.27619,,,,,
371.96765,0.05,0.25,0.27819,,,,,
372.05122,0.05,0.25,0.28026,,,,,
372.13483,0.05,0.25,0.28242,,,,,
372.21848,0.05,0.25,0.28465,,,,,
372.30216,0.05,0.25,0.28697,,,,,
372.38588,0.05,0.25,0.28938,,,,,
372.46964,0.05,0.25,0.29188,,,,,
372.55343,0.05,0.25,0.29447,,,,,
372.63726,0.05,0.25,0.29716,,,,,
372.72113,0.05,0.25,0.29995,,,,,
372.80504,0.05,0.25,0.30284,,,,,
372.88899,0.05,0.25,0.30584,,,,,
372.97297,0.05,0.25,0.30895,,,,,
373.05699,0.05,0.25,0.31217,,,,,
373.14105,0.05,0.25,0.31551,,,,,
373.22515,0.05,0.25,0.31897,,,,,
373.30929,0.05,0.25,0.32256,,,,,
373.39346,0.05,0.25,0.32628,,,,,
373.47767,0.05,0.25,0.33013,,,,,
373.56192,0.05,0.25,0.33412,,,,,
373.64621,0.05,0.25,0.33825,,,,,
373.73053,0.05,0.25,0.34253,,,,,
373.8149,0.05,0.25,0.34696,,,,,
373.8993,0.05,0.25,0.35154,,,,,
373.98374,0.05,0.25,0.35629,,,,,
374.06822,0.05,0.25,0.36121,,,,,
374.15273,0.05,0.25,0.36629,,,,,
374.23729,0.05,0.25,0.37156,,,,,
374.32188,0.05,0.25,0.377,,,,,
374.40651,0.05,0.25,0.38264,,,,,
374.49118,0.05,0.25,0.38846,,,,,
374.57589,0.05,0.25,0.39448,,,,,
374.66063,0.05,0.25,0.40071,,,,,
374.74542,0.05,0.25,0.40714,,,,,
374.83024,0.05,0.25,0.41379,,,,,
374.9151,0.05,0.25,0.42065,,,,,
375,0.05,0.25,0.42774,,,,,
375.08494,0.05,0.25,0.43505,,,,,
375.16991,0.05,0.25,0.4426,,,,,
375.25493,0.05,0.25,0.45038,,,,,
375.33998,0.05,0.25,0.4584,,,,,
375.42507,0.05,0.25,0.46667,,,,,
375.5102,0.05,0.25,0.47518,,,,,
375.59537,0.05,0.25,0.48395,,,,,
375.68058,0.05,0.25,0.49296,,,,,
375.76583,0.05,0.25,0.50223,,,,,
375.85111,0.05,0.25,0.51175,,,,,
375.93644,0.05,0.25,0.52152,,,,,
376.0218,0.05,0.25,0.53154,,,,,
376.1072,0.05,0.25,0.54181,,,,,
376.19264,0.05,0.25,0.55233,,,,,
376.27812,0.05,0.25,0.56309,,,,,
376.36364,0.05,0.25,0.57408,,,,,
376.44919,0.05,0.25,0.5853,,,,,
376.53479,0.05,0.25,0.59673,,,,,
376.62042,0.05,0.25,0.60837,,,,,
