Inputs,,,Output,,,,,
Wavelength (um),r1 (um),t1 (nm),Absorption,,,,,
449.14565,0.08,0.7,0.37436,,,,,
449.2675,0.08,0.7,0.38927,,,,,
449.38942,0.08,0.7,0.40555,,,,,
449.5114,0.08,0.7,0.42319,,,,,
449.63345,0.08,0.7,0.44215,,,,,
449.75557,0.08,0.7,0.46233,,,,,
449.87775,0.08,0.7,0.48353,,,,,
450,0.08,0.7,0.50546,,,,,
450.12232,0.08,0.7,0.52768,,,,,
450.2447,0.08,0.7,0.54965,,,,,
450.36715,0.08,0.7,0.57065,,,,,
450.48966,0.08,0.7,0.58991,,,,,
450.61224,0.08,0.7,0.60656,,,,,
450.73489,0.08,0.7,0.61976,,,,,
450.85761,0.08,0.7,0.62878,,,,,
450.98039,0.08,0.7,0.63308,,,,,
451.10324,0.08,0.7,0.63239,,,,,
451.22616,0.08,0.7,0.62675,,,,,
451.34914,0.08,0.7,0.6165,,,,,
451.47219,0.08,0.7,0.60224,,,,,
451.59531,0.08,0.7,0.5847,,,,,
451.71849,0.08,0.7,0.56473,,,,,
451.84175,0.08,0.7,0.54312,,,,,
451.96507,0.08,0.7,0.52062,,,,,
452.08845,0.08,0.7,0.49787,,,,,
452.21191,0.08,0.7,0.47536,,,,,
452.33543,0.08,0.7,0.45347,,,,,
452.45902,0.08,0.7,0.43247,,,,,
452.58267,0.08,0.7,0.41253,,,,,
452.7064,0.08,0.7,0.39374,,,,,
452.83019,0.08,0.7,0.37614,,,,,
452.95405,0.08,0.7,0.35972,,,,,
453.07798,0.08,0.7,0.34445,,,,,
453.20197,0.08,0.7,0.33027,,,,,
453.32603,0.08,0.7,0.31711,,,,,
453.45016,0.08,0.7,0.3049,,,,,
453.57436,0.08,0.7,0.29357,,,,,
453.69863,0.08,0.7,0.28304,,,,,
453.82297,0.08,0.7,0.27324,,,,,
453.94737,0.08,0.7,0.26411,,,,,
454.07184,0.08,0.7,0.25557,,,,,
454.19638,0.08,0.7,0.24756,,,,,
454.32099,0.08,0.7,0.24003,,,,,
454.44566,0.08,0.7,0.23293,,,,,
454.57041,0.08,0.7,0.2262,,,,,
454.69522,0.08,0.7,0.21979,,,,,
454.8201,0.08,0.7,0.21367,,,,,
454.94505,0.08,0.7,0.2078,,,,,
455.07007,0.08,0.7,0.20212,,,,,
455.19516,0.08,0.7,0.19662,,,,,
455.32032,0.08,0.7,0.19125,,,,,
455.44554,0.08,0.7,0.186,,,,,
455.57084,0.08,0.7,0.18084,,,,,
455.6962,0.08,0.7,0.17577,,,,,
455.82164,0.08,0.7,0.17082,,,,,
455.94714,0.08,0.7,0.16607,,,,,
456.07271,0.08,0.7,0.16169,,,,,
456.19835,0.08,0.7,0.15808,,,,,
456.32406,0.08,0.7,0.15601,,,,,
456.44983,0.08,0.7,0.15718,,,,,
456.57568,0.08,0.7,0.16533,,,,,
456.7016,0.08,0.7,0.18912,,,,,
456.82759,0.08,0.7,0.24863,,,,,
456.95364,0.08,0.7,0.38343,,,,,
457.07977,0.08,0.7,0.61107,,,,,
457.20596,0.08,0.7,0.76738,,,,,
457.33223,0.08,0.7,0.71641,,,,,
457.45856,0.08,0.7,0.59886,,,,,
457.58497,0.08,0.7,0.50323,,,,,
457.71144,0.08,0.7,0.43662,,,,,
457.83799,0.08,0.7,0.39052,,,,,
457.9646,0.08,0.7,0.3577,,,,,
458.09129,0.08,0.7,0.33359,,,,,
458.21804,0.08,0.7,0.31533,,,,,
458.34487,0.08,0.7,0.30116,,,,,
458.47176,0.08,0.7,0.28995,,,,,
458.59873,0.08,0.7,0.28093,,,,,
458.72576,0.08,0.7,0.27361,,,,,
458.85287,0.08,0.7,0.2676,,,,,
458.98004,0.08,0.7,0.26267,,,,,
459.10729,0.08,0.7,0.25863,,,,,
459.23461,0.08,0.7,0.25533,,,,,
459.362,0.08,0.7,0.25267,,,,,
459.48946,0.08,0.7,0.25058,,,,,
459.61699,0.08,0.7,0.249,,,,,
459.74459,0.08,0.7,0.24789,,,,,
459.87226,0.08,0.7,0.24723,,,,,
460,0.08,0.7,0.24699,,,,,
360,0.09,0.2,0.6338,,,,,
360.07828,0.09,0.2,0.63257,,,,,
360.15659,0.09,0.2,0.63137,,,,,
360.23494,0.09,0.2,0.63022,,,,,
360.31332,0.09,0.2,0.62909,,,,,
360.39173,0.09,0.2,0.628,,,,,
360.47018,0.09,0.2,0.62695,,,,,
360.54866,0.09,0.2,0.62593,,,,,
360.62718,0.09,0.2,0.62495,,,,,
360.70573,0.09,0.2,0.624,,,,,
360.78431,0.09,0.2,0.62308,,,,,
360.86293,0.09,0.2,0.6222,,,,,
360.94159,0.09,0.2,0.62135,,,,,
361.02027,0.09,0.2,0.62053,,,,,
361.099,0.09,0.2,0.61975,,,,,
361.17775,0.09,0.2,0.619,,,,,
361.25654,0.09,0.2,0.61828,,,,,
361.33537,0.09,0.2,0.61759,,,,,
361.41423,0.09,0.2,0.61693,,,,,
361.49312,0.09,0.2,0.61631,,,,,
361.57205,0.09,0.2,0.61572,,,,,
361.65102,0.09,0.2,0.61516,,,,,
361.73001,0.09,0.2,0.61463,,,,,
361.80905,0.09,0.2,0.61413,,,,,
361.88811,0.09,0.2,0.61366,,,,,
361.96721,0.09,0.2,0.61322,,,,,
362.04635,0.09,0.2,0.61281,,,,,
362.12552,0.09,0.2,0.61243,,,,,
362.20472,0.09,0.2,0.61208,,,,,
362.28396,0.09,0.2,0.61175,,,,,
362.36324,0.09,0.2,0.61146,,,,,
362.44255,0.09,0.2,0.61119,,,,,
362.52189,0.09,0.2,0.61096,,,,,
362.60127,0.09,0.2,0.61075,,,,,
362.68068,0.09,0.2,0.61057,,,,,
362.76013,0.09,0.2,0.61041,,,,,
362.83961,0.09,0.2,0.61029,,,,,
362.91913,0.09,0.2,0.61019,,,,,
362.99868,0.09,0.2,0.61011,,,,,
363.07827,0.09,0.2,0.61006,,,,,
363.15789,0.09,0.2,0.61004,,,,,
363.23755,0.09,0.2,0.61005,,,,,
363.31724,0.09,0.2,0.61008,,,,,
363.39697,0.09,0.2,0.61013,,,,,
363.47673,0.09,0.2,0.61022,,,,,
363.55653,0.09,0.2,0.61032,,,,,
363.63636,0.09,0.2,0.61045,,,,,
363.71623,0.09,0.2,0.61061,,,,,
363.79613,0.09,0.2,0.61079,,,,,
363.87607,0.09,0.2,0.61099,,,,,
363.95604,0.09,0.2,0.61121,,,,,
364.03605,0.09,0.2,0.61146,,,,,
364.11609,0.09,0.2,0.61174,,,,,
364.19617,0.09,0.2,0.61203,,,,,
364.27629,0.09,0.2,0.61235,,,,,
364.35644,0.09,0.2,0.61269,,,,,
364.43662,0.09,0.2,0.61306,,,,,
364.51684,0.09,0.2,0.61344,,,,,
364.59709,0.09,0.2,0.61385,,,,,
364.67738,0.09,0.2,0.61428,,,,,
364.75771,0.09,0.2,0.61473,,,,,
364.83807,0.09,0.2,0.6152,,,,,
364.91847,0.09,0.2,0.61569,,,,,
364.9989,0.09,0.2,0.61621,,,,,
365.07937,0.09,0.2,0.61674,,,,,
365.15987,0.09,0.2,0.61729,,,,,
365.24041,0.09,0.2,0.61786,,,,,
365.32098,0.09,0.2,0.61846,,,,,
365.40159,0.09,0.2,0.61907,,,,,
365.48223,0.09,0.2,0.6197,,,,,
365.56291,0.09,0.2,0.62035,,,,,
365.64363,0.09,0.2,0.62102,,,,,
365.72438,0.09,0.2,0.62171,,,,,
365.80517,0.09,0.2,0.62242,,,,,
365.88599,0.09,0.2,0.62314,,,,,
365.96685,0.09,0.2,0.62389,,,,,
366.04775,0.09,0.2,0.62465,,,,,
366.12868,0.09,0.2,0.62543,,,,,
366.20964,0.09,0.2,0.62622,,,,,
366.29064,0.09,0.2,0.62703,,,,,
366.37168,0.09,0.2,0.62786,,,,,
366.45276,0.09,0.2,0.62871,,,,,
366.53386,0.09,0.2,0.62957,,,,,
366.61501,0.09,0.2,0.63045,,,,,
366.69619,0.09,0.2,0.63135,,,,,
366.77741,0.09,0.2,0.63226,,,,,
366.85866,0.09,0.2,0.63319,,,,,
366.93995,0.09,0.2,0.63413,,,,,
367.02128,0.09,0.2,0.63509,,,,,
367.10264,0.09,0.2,0.63606,,,,,
367.18404,0.09,0.2,0.63705,,,,,
367.26547,0.09,0.2,0.63805,,,,,
367.34694,0.09,0.2,0.63906,,,,,
367.42844,0.09,0.2,0.64009,,,,,
367.50999,0.09,0.2,0.64114,,,,,
367.59156,0.09,0.2,0.6422,,,,,
367.67318,0.09,0.2,0.64327,,,,,
367.75483,0.09,0.2,0.64435,,,,,
367.83652,0.09,0.2,0.64545,,,,,
367.91824,0.09,0.2,0.64656,,,,,
368,0.09,0.2,0.64768,,,,,
368.0818,0.09,0.2,0.64882,,,,,
368.16363,0.09,0.2,0.64996,,,,,
368.2455,0.09,0.2,0.65112,,,,,
368.3274,0.09,0.2,0.65229,,,,,
368.40934,0.09,0.2,0.65347,,,,,
368.49132,0.09,0.2,0.65467,,,,,
368.57334,0.09,0.2,0.65587,,,,,
368.65539,0.09,0.2,0.65708,,,,,
368.73747,0.09,0.2,0.65831,,,,,
368.8196,0.09,0.2,0.65954,,,,,
368.90176,0.09,0.2,0.66079,,,,,
368.98396,0.09,0.2,0.66204,,,,,
369.06619,0.09,0.2,0.66331,,,,,
369.14846,0.09,0.2,0.66458,,,,,
369.23077,0.09,0.2,0.66586,,,,,
369.31311,0.09,0.2,0.66715,,,,,
369.39549,0.09,0.2,0.66845,,,,,
369.47791,0.09,0.2,0.66976,,,,,
369.56037,0.09,0.2,0.67108,,,,,
369.64286,0.09,0.2,0.6724,,,,,
369.72539,0.09,0.2,0.67373,,,,,
369.80795,0.09,0.2,0.67507,,,,,
369.89055,0.09,0.2,0.67641,,,,,
369.97319,0.09,0.2,0.67776,,,,,
370.05587,0.09,0.2,0.67912,,,,,
370.13858,0.09,0.2,0.68048,,,,,
370.22133,0.09,0.2,0.68185,,,,,
370.30411,0.09,0.2,0.68322,,,,,
370.38694,0.09,0.2,0.6846,,,,,
370.4698,0.09,0.2,0.68599,,,,,
370.5527,0.09,0.2,0.68738,,,,,
370.63563,0.09,0.2,0.68877,,,,,
370.7186,0.09,0.2,0.69017,,,,,
370.80161,0.09,0.2,0.69157,,,,,
370.88466,0.09,0.2,0.69297,,,,,
370.96774,0.09,0.2,0.69438,,,,,
371.05086,0.09,0.2,0.69579,,,,,
371.13402,0.09,0.2,0.6972,,,,,
371.21722,0.09,0.2,0.69861,,,,,
371.30045,0.09,0.2,0.70003,,,,,
371.38372,0.09,0.2,0.70145,,,,,
371.46703,0.09,0.2,0.70287,,,,,
371.55037,0.09,0.2,0.70429,,,,,
371.63375,0.09,0.2,0.70571,,,,,
371.71717,0.09,0.2,0.70713,,,,,
371.80063,0.09,0.2,0.70855,,,,,
371.88412,0.09,0.2,0.70997,,,,,
371.96765,0.09,0.2,0.71139,,,,,
372.05122,0.09,0.2,0.7128,,,,,
372.13483,0.09,0.2,0.71422,,,,,
372.21848,0.09,0.2,0.71563,,,,,
372.30216,0.09,0.2,0.71705,,,,,
372.38588,0.09,0.2,0.71846,,,,,
372.46964,0.09,0.2,0.71986,,,,,
372.55343,0.09,0.2,0.72127,,,,,
372.63726,0.09,0.2,0.72267,,,,,
372.72113,0.09,0.2,0.72406,,,,,
372.80504,0.09,0.2,0.72545,,,,,
372.88899,0.09,0.2,0.72684,,,,,
372.97297,0.09,0.2,0.72822,,,,,
373.05699,0.09,0.2,0.7296,,,,,
373.14105,0.09,0.2,0.73097,,,,,
373.22515,0.09,0.2,0.73233,,,,,
373.30929,0.09,0.2,0.73369,,,,,
373.39346,0.09,0.2,0.73504,,,,,
373.47767,0.09,0.2,0.73638,,,,,
373.56192,0.09,0.2,0.73772,,,,,
373.64621,0.09,0.2,0.73904,,,,,
373.73053,0.09,0.2,0.74036,,,,,
373.8149,0.09,0.2,0.74167,,,,,
373.8993,0.09,0.2,0.74297,,,,,
373.98374,0.09,0.2,0.74426,,,,,
374.06822,0.09,0.2,0.74554,,,,,
374.15273,0.09,0.2,0.74681,,,,,
374.23729,0.09,0.2,0.74807,,,,,
374.32188,0.09,0.2,0.74932,,,,,
374.40651,0.09,0.2,0.75056,,,,,
374.49118,0.09,0.2,0.75178,,,,,
374.57589,0.09,0.2,0.75299,,,,,
374.66063,0.09,0.2,0.75419,,,,,
374.74542,0.09,0.2,0.75538,,,,,
374.83024,0.09,0.2,0.75655,,,,,
374.9151,0.09,0.2,0.75771,,,,,
375,0.09,0.2,0.75885,,,,,
375.08494,0.09,0.2,0.75998,,,,,
375.16991,0.09,0.2,0.7611,,,,,
375.25493,0.09,0.2,0.76219,,,,,
375.33998,0.09,0.2,0.76328,,,,,
375.42507,0.09,0.2,0.76434,,,,,
375.5102,0.09,0.2,0.76539,,,,,
375.59537,0.09,0.2,0.76643,,,,,
375.68058,0.09,0.2,0.76744,,,,,
375.76583,0.09,0.2,0.76844,,,,,
375.85111,0.09,0.2,0.76942,,,,,
375.93644,0.09,0.2,0.77038,,,,,
376.0218,0.09,0.2,0.77132,,,,,
376.1072,0.09,0.2,0.77224,,,,,
376.19264,0.09,0.2,0.77314,,,,,
376.27812,0.09,0.2,0.77403,,,,,
376.36364,0.09,0.2,0.77489,,,,,
376.44919,0.09,0.2,0.77573,,,,,
376.53479,0.09,0.2,0.77655,,,,,
376.62042,0.09,0.2,0.77735,,,,,
376.7061,0.09,0.2,0.77813,,,,,
376.79181,0.09,0.2,0.77889,,,,,
376.87756,0.09,0.2,0.77962,,,,,
376.96335,0.09,0.2,0.78033,,,,,
377.04918,0.09,0.2,0.78102,,,,,
377.13505,0.09,0.2,0.78168,,,,,
377.22096,0.09,0.2,0.78232,,,,,
377.3069,0.09,0.2,0.78294,,,,,
377.39289,0.09,0.2,0.78353,,,,,
377.47891,0.09,0.2,0.7841,,,,,
377.56498,0.09,0.2,0.78464,,,,,
377.65108,0.09,0.2,0.78516,,,,,
377.73723,0.09,0.2,0.78565,,,,,
377.82341,0.09,0.2,0.78612,,,,,
377.90963,0.09,0.2,0.78656,,,,,
377.99589,0.09,0.2,0.78698,,,,,
378.08219,0.09,0.2,0.78737,,,,,
378.16853,0.09,0.2,0.78773,,,,,
378.25491,0.09,0.2,0.78806,,,,,
378.34133,0.09,0.2,0.78837,,,,,
378.42779,0.09,0.2,0.78865,,,,,
378.51429,0.09,0.2,0.78891,,,,,
378.60082,0.09,0.2,0.78913,,,,,
378.6874,0.09,0.2,0.78933,,,,,
378.77402,0.09,0.2,0.7895,,,,,
378.86067,0.09,0.2,0.78965,,,,,
378.94737,0.09,0.2,0.78976,,,,,
379.0341,0.09,0.2,0.78985,,,,,
379.12088,0.09,0.2,0.7899,,,,,
379.20769,0.09,0.2,0.78993,,,,,
379.29455,0.09,0.2,0.78993,,,,,
379.38144,0.09,0.2,0.7899,,,,,
379.46838,0.09,0.2,0.78985,,,,,
379.55535,0.09,0.2,0.78976,,,,,
379.64237,0.09,0.2,0.78964,,,,,
379.72942,0.09,0.2,0.7895,,,,,
379.81651,0.09,0.2,0.78932,,,,,
379.90365,0.09,0.2,0.78912,,,,,
379.99082,0.09,0.2,0.78889,,,,,
380.07804,0.09,0.2,0.78862,,,,,
380.16529,0.09,0.2,0.78833,,,,,
380.25258,0.09,0.2,0.78801,,,,,
380.33992,0.09,0.2,0.78766,,,,,
380.42729,0.09,0.2,0.78728,,,,,
380.51471,0.09,0.2,0.78687,,,,,
380.60216,0.09,0.2,0.78643,,,,,
380.68966,0.09,0.2,0.78596,,,,,
380.77719,0.09,0.2,0.78546,,,,,
380.86477,0.09,0.2,0.78493,,,,,
380.95238,0.09,0.2,0.78438,,,,,
381.04004,0.09,0.2,0.78379,,,,,
381.12773,0.09,0.2,0.78318,,,,,
381.21547,0.09,0.2,0.78253,,,,,
381.30325,0.09,0.2,0.78186,,,,,
381.39106,0.09,0.2,0.78116,,,,,
381.47892,0.09,0.2,0.78043,,,,,
381.56682,0.09,0.2,0.77967,,,,,
381.65476,0.09,0.2,0.77888,,,,,
381.74274,0.09,0.2,0.77807,,,,,
381.83076,0.09,0.2,0.77723,,,,,
381.91882,0.09,0.2,0.77636,,,,,
382.00692,0.09,0.2,0.77546,,,,,
382.09506,0.09,0.2,0.77453,,,,,
382.18324,0.09,0.2,0.77358,,,,,
382.27147,0.09,0.2,0.7726,,,,,
382.35973,0.09,0.2,0.77159,,,,,
382.44804,0.09,0.2,0.77056,,,,,
382.53638,0.09,0.2,0.7695,,,,,
382.62477,0.09,0.2,0.76841,,,,,
382.7132,0.09,0.2,0.7673,,,,,
382.80166,0.09,0.2,0.76616,,,,,
382.89017,0.09,0.2,0.765,,,,,
382.97872,0.09,0.2,0.76381,,,,,
383.06731,0.09,0.2,0.76259,,,,,
383.15595,0.09,0.2,0.76136,,,,,
383.24462,0.09,0.2,0.76009,,,,,
383.33333,0.09,0.2,0.75881,,,,,
383.42209,0.09,0.2,0.7575,,,,,
383.51088,0.09,0.2,0.75616,,,,,
383.59972,0.09,0.2,0.75481,,,,,
383.6886,0.09,0.2,0.75343,,,,,
383.77752,0.09,0.2,0.75202,,,,,
383.86648,0.09,0.2,0.7506,,,,,
383.95548,0.09,0.2,0.74915,,,,,
384.04453,0.09,0.2,0.74769,,,,,
384.13361,0.09,0.2,0.7462,,,,,
384.22274,0.09,0.2,0.74469,,,,,
384.31191,0.09,0.2,0.74316,,,,,
384.40111,0.09,0.2,0.74161,,,,,
384.49036,0.09,0.2,0.74003,,,,,
384.57966,0.09,0.2,0.73844,,,,,
384.66899,0.09,0.2,0.73684,,,,,
384.75836,0.09,0.2,0.73521,,,,,
384.84778,0.09,0.2,0.73356,,,,,
384.93724,0.09,0.2,0.7319,,,,,
385.02674,0.09,0.2,0.73022,,,,,
385.11628,0.09,0.2,0.72852,,,,,
385.20586,0.09,0.2,0.7268,,,,,
385.29549,0.09,0.2,0.72507,,,,,
385.38515,0.09,0.2,0.72332,,,,,
385.47486,0.09,0.2,0.72156,,,,,
385.56461,0.09,0.2,0.71978,,,,,
385.6544,0.09,0.2,0.71798,,,,,
385.74423,0.09,0.2,0.71617,,,,,
385.83411,0.09,0.2,0.71435,,,,,
385.92403,0.09,0.2,0.71251,,,,,
386.01399,0.09,0.2,0.71066,,,,,
386.10399,0.09,0.2,0.7088,,,,,
386.19403,0.09,0.2,0.70692,,,,,
386.28411,0.09,0.2,0.70503,,,,,
386.37424,0.09,0.2,0.70313,,,,,
386.46441,0.09,0.2,0.70122,,,,,
386.55462,0.09,0.2,0.6993,,,,,
386.64488,0.09,0.2,0.69737,,,,,
386.73517,0.09,0.2,0.69542,,,,,
386.82551,0.09,0.2,0.69347,,,,,
386.91589,0.09,0.2,0.69151,,,,,
387.00631,0.09,0.2,0.68953,,,,,
387.09677,0.09,0.2,0.68755,,,,,
387.18728,0.09,0.2,0.68556,,,,,
387.27783,0.09,0.2,0.68357,,,,,
387.36842,0.09,0.2,0.68156,,,,,
387.45905,0.09,0.2,0.67955,,,,,
387.54973,0.09,0.2,0.67753,,,,,
387.64045,0.09,0.2,0.6755,,,,,
387.73121,0.09,0.2,0.67347,,,,,
387.82201,0.09,0.2,0.67144,,,,,
387.91286,0.09,0.2,0.66939,,,,,
388.00375,0.09,0.2,0.66734,,,,,
388.09468,0.09,0.2,0.66529,,,,,
388.18565,0.09,0.2,0.66324,,,,,
388.27667,0.09,0.2,0.66118,,,,,
388.36773,0.09,0.2,0.65911,,,,,
388.45883,0.09,0.2,0.65705,,,,,
388.54998,0.09,0.2,0.65498,,,,,
388.64116,0.09,0.2,0.6529,,,,,
388.73239,0.09,0.2,0.65083,,,,,
388.82367,0.09,0.2,0.64876,,,,,
388.91498,0.09,0.2,0.64668,,,,,
389.00634,0.09,0.2,0.6446,,,,,
389.09774,0.09,0.2,0.64252,,,,,
389.18919,0.09,0.2,0.64044,,,,,
389.28068,0.09,0.2,0.63836,,,,,
389.37221,0.09,0.2,0.63629,,,,,
389.46378,0.09,0.2,0.63421,,,,,
389.5554,0.09,0.2,0.63213,,,,,
389.64706,0.09,0.2,0.63006,,,,,
389.73876,0.09,0.2,0.62799,,,,,
389.83051,0.09,0.2,0.62592,,,,,
389.9223,0.09,0.2,0.62385,,,,,
390.01413,0.09,0.2,0.62178,,,,,
390.10601,0.09,0.2,0.61972,,,,,
390.19793,0.09,0.2,0.61766,,,,,
390.28989,0.09,0.2,0.61561,,,,,
390.3819,0.09,0.2,0.61356,,,,,
390.47394,0.09,0.2,0.61151,,,,,
390.56604,0.09,0.2,0.60947,,,,,
390.65817,0.09,0.2,0.60744,,,,,
390.75035,0.09,0.2,0.60541,,,,,
390.84258,0.09,0.2,0.60338,,,,,
390.93484,0.09,0.2,0.60137,,,,,
391.02715,0.09,0.2,0.59936,,,,,
391.11951,0.09,0.2,0.59735,,,,,
391.21191,0.09,0.2,0.59536,,,,,
391.30435,0.09,0.2,0.59337,,,,,
391.39683,0.09,0.2,0.59139,,,,,
391.48936,0.09,0.2,0.58942,,,,,
391.58193,0.09,0.2,0.58746,,,,,
391.67455,0.09,0.2,0.58551,,,,,
391.76721,0.09,0.2,0.58356,,,,,
391.85991,0.09,0.2,0.58163,,,,,
391.95266,0.09,0.2,0.57971,,,,,
392.04545,0.09,0.2,0.5778,,,,,
392.13829,0.09,0.2,0.5759,,,,,
392.23117,0.09,0.2,0.57401,,,,,
392.32409,0.09,0.2,0.57213,,,,,
392.41706,0.09,0.2,0.57027,,,,,
392.51007,0.09,0.2,0.56842,,,,,
392.60313,0.09,0.2,0.56659,,,,,
392.69623,0.09,0.2,0.56476,,,,,
392.78937,0.09,0.2,0.56296,,,,,
392.88256,0.09,0.2,0.56116,,,,,
392.97579,0.09,0.2,0.55939,,,,,
393.06907,0.09,0.2,0.55763,,,,,
393.16239,0.09,0.2,0.55588,,,,,
393.25576,0.09,0.2,0.55416,,,,,
393.34917,0.09,0.2,0.55245,,,,,
393.44262,0.09,0.2,0.55076,,,,,
393.53612,0.09,0.2,0.54909,,,,,
393.62966,0.09,0.2,0.54744,,,,,
393.72325,0.09,0.2,0.5458,,,,,
393.81688,0.09,0.2,0.5442,,,,,
393.91056,0.09,0.2,0.54261,,,,,
394.00428,0.09,0.2,0.54104,,,,,
394.09805,0.09,0.2,0.5395,,,,,
394.19186,0.09,0.2,0.53799,,,,,
394.28571,0.09,0.2,0.5365,,,,,
394.37961,0.09,0.2,0.53503,,,,,
394.47356,0.09,0.2,0.5336,,,,,
394.56755,0.09,0.2,0.53219,,,,,
394.66158,0.09,0.2,0.53081,,,,,
394.75566,0.09,0.2,0.52946,,,,,
394.84979,0.09,0.2,0.52815,,,,,
394.94395,0.09,0.2,0.52687,,,,,
395.03817,0.09,0.2,0.52562,,,,,
395.13243,0.09,0.2,0.52441,,,,,
395.22673,0.09,0.2,0.52323,,,,,
395.32108,0.09,0.2,0.5221,,,,,
395.41547,0.09,0.2,0.52101,,,,,
395.50991,0.09,0.2,0.51996,,,,,
395.6044,0.09,0.2,0.51895,,,,,
395.69892,0.09,0.2,0.51799,,,,,
395.7935,0.09,0.2,0.51708,,,,,
395.88812,0.09,0.2,0.51622,,,,,
395.98278,0.09,0.2,0.51541,,,,,
396.07749,0.09,0.2,0.51467,,,,,
396.17225,0.09,0.2,0.51397,,,,,
396.26705,0.09,0.2,0.51335,,,,,
396.3619,0.09,0.2,0.51278,,,,,
396.45679,0.09,0.2,0.51229,,,,,
396.55172,0.09,0.2,0.51186,,,,,
396.64671,0.09,0.2,0.51151,,,,,
396.74173,0.09,0.2,0.51124,,,,,
396.83681,0.09,0.2,0.51106,,,,,
396.93193,0.09,0.2,0.51096,,,,,
397.02709,0.09,0.2,0.51096,,,,,
397.1223,0.09,0.2,0.51105,,,,,
397.21756,0.09,0.2,0.51125,,,,,
397.31286,0.09,0.2,0.51156,,,,,
397.40821,0.09,0.2,0.51199,,,,,
397.5036,0.09,0.2,0.51254,,,,,
397.59904,0.09,0.2,0.51322,,,,,
397.69452,0.09,0.2,0.51403,,,,,
397.79006,0.09,0.2,0.515,,,,,
397.88563,0.09,0.2,0.51612,,,,,
397.98125,0.09,0.2,0.51741,,,,,
398.07692,0.09,0.2,0.51887,,,,,
398.17264,0.09,0.2,0.52052,,,,,
398.2684,0.09,0.2,0.52237,,,,,
398.3642,0.09,0.2,0.52443,,,,,
398.46006,0.09,0.2,0.52672,,,,,
398.55596,0.09,0.2,0.52925,,,,,
398.6519,0.09,0.2,0.53203,,,,,
398.74789,0.09,0.2,0.53508,,,,,
398.84393,0.09,0.2,0.53843,,,,,
398.94001,0.09,0.2,0.54208,,,,,
399.03614,0.09,0.2,0.54606,,,,,
399.13232,0.09,0.2,0.5504,,,,,
399.22854,0.09,0.2,0.5551,,,,,
399.32481,0.09,0.2,0.56021,,,,,
399.42113,0.09,0.2,0.56573,,,,,
399.51749,0.09,0.2,0.5717,,,,,
399.6139,0.09,0.2,0.57815,,,,,
399.71035,0.09,0.2,0.5851,,,,,
399.80686,0.09,0.2,0.59258,,,,,
399.9034,0.09,0.2,0.60062,,,,,
400,0.09,0.2,0.60925,,,,,
400.09664,0.09,0.2,0.6185,,,,,
400.19333,0.09,0.2,0.62839,,,,,
400.29007,0.09,0.2,0.63896,,,,,
400.38685,0.09,0.2,0.65022,,,,,
400.48368,0.09,0.2,0.6622,,,,,
400.58055,0.09,0.2,0.67491,,,,,
400.67747,0.09,0.2,0.68835,,,,,
400.77444,0.09,0.2,0.70252,,,,,
400.87146,0.09,0.2,0.71742,,,,,
400.96852,0.09,0.2,0.73302,,,,,
401.06563,0.09,0.2,0.74929,,,,,
401.16279,0.09,0.2,0.76615,,,,,
401.26,0.09,0.2,0.78355,,,,,
401.35725,0.09,0.2,0.80139,,,,,
401.45455,0.09,0.2,0.81954,,,,,
401.55189,0.09,0.2,0.83786,,,,,
401.64928,0.09,0.2,0.85618,,,,,
401.74672,0.09,0.2,0.87433,,,,,
401.84421,0.09,0.2,0.89207,,,,,
401.94175,0.09,0.2,0.9092,,,,,
402.03933,0.09,0.2,0.92546,,,,,
402.13696,0.09,0.2,0.94063,,,,,
402.23464,0.09,0.2,0.95445,,,,,
402.33236,0.09,0.2,0.96672,,,,,
402.43013,0.09,0.2,0.97722,,,,,
402.52795,0.09,0.2,0.98579,,,,,
402.62582,0.09,0.2,0.9923,,,,,
402.72374,0.09,0.2,0.99666,,,,,
402.8217,0.09,0.2,0.99884,,,,,
402.91971,0.09,0.2,0.99883,,,,,
403.01777,0.09,0.2,0.99671,,,,,
403.11587,0.09,0.2,0.99255,,,,,
403.21402,0.09,0.2,0.98651,,,,,
403.31223,0.09,0.2,0.97873,,,,,
403.41048,0.09,0.2,0.96941,,,,,
403.50877,0.09,0.2,0.95874,,,,,
403.60712,0.09,0.2,0.9469,,,,,
403.70551,0.09,0.2,0.93412,,,,,
403.80395,0.09,0.2,0.92057,,,,,
403.90244,0.09,0.2,0.90643,,,,,
404.00098,0.09,0.2,0.89187,,,,,
404.09956,0.09,0.2,0.87704,,,,,
404.19819,0.09,0.2,0.86208,,,,,
404.29688,0.09,0.2,0.84709,,,,,
404.3956,0.09,0.2,0.83217,,,,,
404.49438,0.09,0.2,0.81742,,,,,
404.59321,0.09,0.2,0.80289,,,,,
404.69208,0.09,0.2,0.78864,,,,,
404.791,0.09,0.2,0.77472,,,,,
404.88998,0.09,0.2,0.76115,,,,,
404.98899,0.09,0.2,0.74796,,,,,
405.08806,0.09,0.2,0.73517,,,,,
405.18718,0.09,0.2,0.72279,,,,,
405.28634,0.09,0.2,0.71083,,,,,
405.38556,0.09,0.2,0.69927,,,,,
405.48482,0.09,0.2,0.68813,,,,,
405.58413,0.09,0.2,0.67739,,,,,
405.68349,0.09,0.2,0.66705,,,,,
